Virus Strain Name,Accession_ID,Lineage,Sample_Collection_Date,country,province,city
hCoV-19/Anhui/HCDC-132-2/2023,EPI_ISL_18289924,FY.3,8/14/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-74/2023,EPI_ISL_18292640,EG.5.1.1,6/13/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-75/2023,EPI_ISL_18292641,FR.1.1,6/19/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-76/2023,EPI_ISL_18292642,GF.1,7/10/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-77/2023,EPI_ISL_18292643,FU.1,6/22/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-78/2023,EPI_ISL_18292644,FE.1.1,5/20/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-79/2023,EPI_ISL_18292645,HK.4,7/1/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-80/2023,EPI_ISL_18292646,HK.4,5/20/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-81/2023,EPI_ISL_18292647,GF.1,6/7/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-82/2023,EPI_ISL_18292648,FY.3,6/20/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-83/2023,EPI_ISL_18292649,XBB.1.22.1,8/15/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-84/2023,EPI_ISL_18292650,HK.3,8/1/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-85/2023,EPI_ISL_18292651,GY.6,6/26/2023,China,Anhui,
hCoV-19/Anhui/HSCDC-87/2023,EPI_ISL_18292653,EG.5.1.1,8/15/2023,China,Anhui,
hCoV-19/Shanxi/SZCDC-SZ087/2023,EPI_ISL_18292656,EG.5.1.1,9/8/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ088/2023,EPI_ISL_18292657,HK.3,9/8/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ089/2023,EPI_ISL_18292658,EG.5.1.1,9/6/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ090/2023,EPI_ISL_18292659,HK.3,9/9/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ091/2023,EPI_ISL_18292660,EG.5.1.1,9/8/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ092/2023,EPI_ISL_18292661,HK.3,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ093/2023,EPI_ISL_18292662,EG.5.1.1,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ094/2023,EPI_ISL_18292663,EG.5.1.1,9/8/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ095/2023,EPI_ISL_18292664,HK.3,9/8/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ096/2023,EPI_ISL_18292665,EG.5.1.1,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ097/2023,EPI_ISL_18292666,HK.3,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ098/2023,EPI_ISL_18292667,EG.5.1.1,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ099/2023,EPI_ISL_18292668,HK.3,9/12/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ100/2023,EPI_ISL_18292669,GY.1,9/11/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ102/2023,EPI_ISL_18292670,EG.5.1.1,9/12/2023,China,Shanxi,
hCoV-19/Sichuan/MSCDC-1-4/2023,EPI_ISL_18292671,EG.5.1.1,8/23/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-10-3/2023,EPI_ISL_18292672,EG.5.1.1,9/3/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-11-3/2023,EPI_ISL_18292673,HK.3,9/3/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-12-3/2023,EPI_ISL_18292674,EG.5.1.1,9/3/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-13-3/2023,EPI_ISL_18292675,EG.5.1,9/3/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-14-3/2023,EPI_ISL_18292676,XBB.1.42.2,9/2/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-15-3/2023,EPI_ISL_18292677,HK.3,8/31/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-16-3/2023,EPI_ISL_18292678,FL.16,8/29/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-2-5/2023,EPI_ISL_18292679,EG.5.1.1,8/25/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-3-5/2023,EPI_ISL_18292680,EG.5.1.1,8/26/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-4-4/2023,EPI_ISL_18292681,EG.5.1.1,8/26/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-5-4/2023,EPI_ISL_18292682,HK.3,8/26/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-6-4/2023,EPI_ISL_18292683,HK.3,8/28/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-7-4/2023,EPI_ISL_18292684,EG.5.1.1,9/1/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-8-4/2023,EPI_ISL_18292685,EG.5.1.1,9/1/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-9-4/2023,EPI_ISL_18292686,HK.3,9/3/2023,China,Sichuan,Meishan
hCoV-19/Guizhou/GZSCDC-AS-09-131/2023,EPI_ISL_18300558,EG.5.1.1,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-QN09-009/2023,EPI_ISL_18300559,EG.5.1.1,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-QN09-010/2023,EPI_ISL_18300560,HK.3,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-TR-09-013/2023,EPI_ISL_18300561,XBB.1.42.2,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-TR-09-014/2023,EPI_ISL_18300562,HK.3,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-TR-09-015/2023,EPI_ISL_18300563,HK.3,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-TR-09-016/2023,EPI_ISL_18300564,EG.5.1,9/6/2023,China,Guizhou,
hCoV-19/Guizhou/GZSCDC-ZY-09-08/2023,EPI_ISL_18300566,HK.3,9/12/2023,China,Guizhou,
hCoV-19/Henan/JZCDC-138/2023,EPI_ISL_18300567,EG.5.1,7/14/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-139/2023,EPI_ISL_18300568,FL.4,7/23/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-140/2023,EPI_ISL_18300569,EG.5.1.1,7/19/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-141/2023,EPI_ISL_18300570,FL.4,7/18/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-142/2023,EPI_ISL_18300571,FL.4,7/29/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-143/2023,EPI_ISL_18300572,EG.5.1.1,7/28/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-144/2023,EPI_ISL_18300573,EG.5.1.1,8/1/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-145/2023,EPI_ISL_18300574,EG.5.1.1,8/1/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-146/2023,EPI_ISL_18300575,EG.5.1.1,8/1/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-147/2023,EPI_ISL_18300576,FL.4,8/2/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-148/2023,EPI_ISL_18300577,EG.5.1.1,7/31/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-149/2023,EPI_ISL_18300578,FY.3,8/6/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-150/2023,EPI_ISL_18300579,EG.5.1.1,7/22/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-151/2023,EPI_ISL_18300580,EG.5.1.1,7/27/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-152/2023,EPI_ISL_18300581,EG.5.1.1,7/30/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-153/2023,EPI_ISL_18300582,FY.3.1,8/4/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-154/2023,EPI_ISL_18300583,FL.4,8/4/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-155/2023,EPI_ISL_18300584,EG.5.1.1,8/7/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-156/2023,EPI_ISL_18300585,EG.5.1.1,8/7/2023,China,Henan,Jiaozuo
hCoV-19/Henan/JZCDC-157/2023,EPI_ISL_18300586,FL.4,8/13/2023,China,Henan,Jiaozuo
hCoV-19/Fujian/FCDC-XM091401HG/2023,EPI_ISL_18304184,FY.5,9/15/2023,China,Fujian,
hCoV-19/Fujian/FCDC-FZCX0271/2023,EPI_ISL_18304185,EG.5.1.1,9/9/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0297/2023,EPI_ISL_18304186,HK.3,9/13/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0295/2023,EPI_ISL_18304187,HK.3,9/12/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0291/2023,EPI_ISL_18304188,HK.3,9/14/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0296/2023,EPI_ISL_18304189,HK.3,9/13/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0292/2023,EPI_ISL_18304190,HK.3,9/15/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-FZCX0285/2023,EPI_ISL_18304191,HK.3,9/14/2023,China,Fujian,Fuzhou
hCoV-19/Fujian/FCDC-LYCX2023164/2023,EPI_ISL_18304192,HK.3,9/18/2023,China,Fujian,Longyan
hCoV-19/Fujian/FCDC-LY1904/2023,EPI_ISL_18304193,HK.3,9/18/2023,China,Fujian,Longyan
hCoV-19/Fujian/FCDC-LY1922/2023,EPI_ISL_18304194,HK.3,9/18/2023,China,Fujian,Longyan
hCoV-19/Fujian/FCDC-NPqz125/2023,EPI_ISL_18304195,EG.5.1,9/13/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-NPqz127/2023,EPI_ISL_18304196,HK.3,9/12/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-NPqz126/2023,EPI_ISL_18304197,HK.3,9/12/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-NPqz128/2023,EPI_ISL_18304198,HK.3,9/11/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-NP232358/2023,EPI_ISL_18304199,HK.3,9/19/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-NP232395/2023,EPI_ISL_18304200,HK.3,9/20/2023,China,Fujian,Nanping
hCoV-19/Fujian/FCDC-ND0636/2023,EPI_ISL_18304201,EG.5.1.1,8/23/2023,China,Fujian,Ningde
hCoV-19/Fujian/FCDC-ND0633/2023,EPI_ISL_18304202,HK.3,8/23/2023,China,Fujian,Ningde
hCoV-19/Fujian/FCDC-FLUND1758/2023,EPI_ISL_18304203,EG.5.1.1,8/27/2023,China,Fujian,Ningde
hCoV-19/Fujian/FCDC-PTN194/2023,EPI_ISL_18304205,XBB.1.16,9/12/2023,China,Fujian,Putian
hCoV-19/Fujian/FCDC-PTN196/2023,EPI_ISL_18304206,HK.3,9/12/2023,China,Fujian,Putian
hCoV-19/Fujian/FCDC-PTN195/2023,EPI_ISL_18304208,HK.3,9/12/2023,China,Fujian,Putian
hCoV-19/Fujian/FCDC-QZ09S019/2023,EPI_ISL_18304209,EG.5.1.1,9/9/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S021/2023,EPI_ISL_18304210,EG.5.1.1,9/12/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S026/2023,EPI_ISL_18304211,HK.3,9/13/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S023/2023,EPI_ISL_18304212,HK.3,9/16/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S024/2023,EPI_ISL_18304213,HK.3,9/16/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S022/2023,EPI_ISL_18304214,HK.3,9/13/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S027/2023,EPI_ISL_18304215,HK.3,8/28/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S025/2023,EPI_ISL_18304216,EG.5.1,9/12/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S028/2023,EPI_ISL_18304217,FY.3.1,8/28/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-QZ09S020/2023,EPI_ISL_18304218,EG.5.1.1,9/10/2023,China,Fujian,Quanzhou
hCoV-19/Fujian/FCDC-SM1909/2023,EPI_ISL_18304219,EG.5.1.1,9/11/2023,China,Fujian,Sanming
hCoV-19/Fujian/FCDC-SM09006/2023,EPI_ISL_18304220,EG.5.1.1,8/30/2023,China,Fujian,Sanming
hCoV-19/Fujian/FCDC-XM091204/2023,EPI_ISL_18304221,EG.5.1.1,9/15/2023,China,Fujian,Xiamen
hCoV-19/Fujian/FCDC-XM091206/2023,EPI_ISL_18304222,HK.3,9/15/2023,China,Fujian,Xiamen
hCoV-19/Fujian/FCDC-XM091205/2023,EPI_ISL_18304223,EG.5.1.1,9/15/2023,China,Fujian,Xiamen
hCoV-19/Fujian/FCDC-ZP25/2023,EPI_ISL_18304224,HK.3,9/6/2023,China,Fujian,Zhangzhou
hCoV-19/Fujian/FCDC-ZZ1935/2023,EPI_ISL_18304228,FL.2.3.1,9/13/2023,China,Fujian,Zhangzhou
hCoV-19/Fujian/FCDC-ZP21/2023,EPI_ISL_18304229,EG.5.1.1,9/2/2023,China,Fujian,Zhangzhou
hCoV-19/Sichuan/DZSCDC-CX0080/2023,EPI_ISL_18304236,HK.3,9/16/2023,China,Sichuan,Dazhou
hCoV-19/Sichuan/LSCDC-ls0920-9/2023,EPI_ISL_18304237,HK.3,9/13/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-1/2023,EPI_ISL_18304238,HK.3,9/11/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-3/2023,EPI_ISL_18304239,EG.5.1.1,9/15/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-8/2023,EPI_ISL_18304241,HK.3,9/13/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-2/2023,EPI_ISL_18304242,HK.3,9/14/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-7/2023,EPI_ISL_18304243,HK.3,9/17/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/LSCDC-ls0920-5/2023,EPI_ISL_18304245,HK.3,9/15/2023,China,Sichuan,Leshan
hCoV-19/Sichuan/MSCDC-11-4/2023,EPI_ISL_18304246,HK.3,9/10/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-9-3/2023,EPI_ISL_18304247,HK.3,9/5/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-1-5/2023,EPI_ISL_18304248,HK.3,9/6/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-4-5/2023,EPI_ISL_18304249,GY.1,9/8/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-6-5/2023,EPI_ISL_18304250,EG.5.1,9/8/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-3-6/2023,EPI_ISL_18304251,HK.3,9/6/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-7-5/2023,EPI_ISL_18304252,EG.5.1.1,9/7/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-2-6/2023,EPI_ISL_18304253,EG.5.1.1,9/7/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-10-4/2023,EPI_ISL_18304254,HK.3,9/8/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-8-5/2023,EPI_ISL_18304255,HK.3,9/6/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/MSCDC-5-5/2023,EPI_ISL_18304256,HK.3,9/8/2023,China,Sichuan,Meishan
hCoV-19/Sichuan/NJCDC-0921-2/2023,EPI_ISL_18304257,HK.3,9/14/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-3/2023,EPI_ISL_18304258,HK.3,9/11/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-4/2023,EPI_ISL_18304259,HK.3,9/12/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-7/2023,EPI_ISL_18304260,HK.3,9/18/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-6/2023,EPI_ISL_18304261,EG.5.1.1,9/17/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-8/2023,EPI_ISL_18304262,EG.5.1.1,9/11/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-5/2023,EPI_ISL_18304263,HK.3,9/16/2023,China,Sichuan,Neijiang
hCoV-19/Sichuan/NJCDC-0921-1/2023,EPI_ISL_18304264,HK.3,9/13/2023,China,Sichuan,Neijiang
hCoV-19/Hong Kong/VB23153813/2023,EPI_ISL_18306755,DV.7.1,8/30/2023,China,Hong Kong,
hCoV-19/Hong Kong/VB23154875/2023,EPI_ISL_18306758,HK.3,9/1/2023,China,Hong Kong,
hCoV-19/Hong Kong/VB23156942/2023,EPI_ISL_18306762,EG.5.1.1,9/1/2023,China,Hong Kong,
hCoV-19/Hong Kong/VB23161678/2023,EPI_ISL_18306767,EG.5.1.1,9/6/2023,China,Hong Kong,
hCoV-19/Gansu/BYCDC185/2023,EPI_ISL_18313080,EG.5.1.1,9/20/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC186/2023,EPI_ISL_18313081,XBB.1.42.2,9/20/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC187/2023,EPI_ISL_18313082,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC188/2023,EPI_ISL_18313083,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC189/2023,EPI_ISL_18313084,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC190/2023,EPI_ISL_18313085,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC191/2023,EPI_ISL_18313086,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC192/2023,EPI_ISL_18313087,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC193/2023,EPI_ISL_18313088,EG.5.1.1,9/14/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC194/2023,EPI_ISL_18313089,EG.5.1.1,9/14/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC195/2023,EPI_ISL_18313090,EG.5.1.1,9/16/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC196/2023,EPI_ISL_18313091,EG.5.1.1,9/9/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC197/2023,EPI_ISL_18313092,HK.1,9/9/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC198/2023,EPI_ISL_18313093,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC199/2023,EPI_ISL_18313094,EG.5.1.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Gansu/BYCDC200/2023,EPI_ISL_18313095,HK.1,9/11/2023,China,Gansu,Baiyin
hCoV-19/Hubei/HCDC-HG3011/2023,EPI_ISL_18313106,EG.5.1.1,9/4/2023,China,Hubei,Huanggang
hCoV-19/Hubei/HCDC-HG3013/2023,EPI_ISL_18313108,HK.3,9/12/2023,China,Hubei,Huanggang
hCoV-19/Hubei/HCDC-HG3015/2023,EPI_ISL_18313109,EG.5.1.1,9/12/2023,China,Hubei,Huanggang
hCoV-19/Hubei/HCDC-HG3014/2023,EPI_ISL_18313110,HK.3,9/12/2023,China,Hubei,Huanggang
hCoV-19/Hubei/HCDC-HS3017/2023,EPI_ISL_18313111,EG.5.1.1,9/6/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3025/2023,EPI_ISL_18313112,HK.3,9/13/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3019/2023,EPI_ISL_18313113,EG.5.1.1,9/6/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3023/2023,EPI_ISL_18313114,HK.3,9/11/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3018/2023,EPI_ISL_18313115,HK.3,9/6/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3020/2023,EPI_ISL_18313116,EG.5.1.1,9/6/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3016/2023,EPI_ISL_18313117,HK.3,9/6/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3024/2023,EPI_ISL_18313118,HK.3,9/11/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3022/2023,EPI_ISL_18313119,EG.5.1.1,9/11/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-HS3021/2023,EPI_ISL_18313120,HK.3,9/8/2023,China,Hubei,Huangshi
hCoV-19/Hubei/HCDC-JZ2994/2023,EPI_ISL_18313133,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2995/2023,EPI_ISL_18313134,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ3000/2023,EPI_ISL_18313135,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2991/2023,EPI_ISL_18313137,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2999/2023,EPI_ISL_18313138,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2993/2023,EPI_ISL_18313139,HK.3,9/18/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2998/2023,EPI_ISL_18313140,HK.3,9/20/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-JZ2996/2023,EPI_ISL_18313141,EG.5.1.1,9/19/2023,China,Hubei,Jingzhou
hCoV-19/Hubei/HCDC-SY2946/2023,EPI_ISL_18313154,HK.3,9/13/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2943/2023,EPI_ISL_18313157,HK.3,9/11/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2944/2023,EPI_ISL_18313158,HK.3,9/11/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2957/2023,EPI_ISL_18313159,HK.3,9/2/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2947/2023,EPI_ISL_18313161,HK.3,9/11/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2952/2023,EPI_ISL_18313162,EG.5.1.1,9/12/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2948/2023,EPI_ISL_18313164,HK.3,9/11/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2951/2023,EPI_ISL_18313165,EG.5.1.1,9/11/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2953/2023,EPI_ISL_18313166,EG.5.1,9/12/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2945/2023,EPI_ISL_18313167,EG.5.1.1,9/11/2023,China,Hubei,Shiyan
hCoV-19/Taiwan/CDC-F79201/2023,EPI_ISL_18313168,BN.1.2.7,4/7/2023,China,Taiwan,
hCoV-19/Taiwan/CDC-F79242/2023,EPI_ISL_18313171,BA.5.2.43,4/6/2023,China,Taiwan,
hCoV-19/Taiwan/CDC-F79288/2023,EPI_ISL_18313172,XBB.1.9.2,4/3/2023,China,Taiwan,
hCoV-19/Taiwan/CDC-F79304/2023,EPI_ISL_18313173,FB.1,4/5/2023,China,Taiwan,
hCoV-19/Taiwan/CDC-F79362/2023,EPI_ISL_18313174,GM.1,4/8/2023,China,Taiwan,
hCoV-19/Taiwan/CDC-F79658/2023,EPI_ISL_18313177,BN.1.4,4/10/2023,China,Taiwan,
hCoV-19/Hubei/HCDC-SY2949/2023,EPI_ISL_18313187,HK.3,9/12/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-SY2950/2023,EPI_ISL_18313188,HK.3,9/12/2023,China,Hubei,Shiyan
hCoV-19/Hubei/HCDC-XY2965/2023,EPI_ISL_18313201,HK.3,9/8/2023,China,Hubei,Xiangyang
hCoV-19/Hubei/HCDC-XY2964/2023,EPI_ISL_18313202,HK.3,9/6/2023,China,Hubei,Xiangyang
hCoV-19/Hubei/HCDC-XY2962/2023,EPI_ISL_18313204,HK.3,9/12/2023,China,Hubei,Xiangyang
hCoV-19/Hubei/HCDC-XY2961/2023,EPI_ISL_18313205,EG.5.1.1,9/12/2023,China,Hubei,Xiangyang
hCoV-19/Hubei/HCDC-XG2980/2023,EPI_ISL_18313206,EG.5.1.1,9/1/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2979/2023,EPI_ISL_18313207,EG.5.1.1,8/29/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2981/2023,EPI_ISL_18313208,EG.5.1.1,9/4/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2989/2023,EPI_ISL_18313209,HK.3,9/9/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2984/2023,EPI_ISL_18313210,HK.3,9/8/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2986/2023,EPI_ISL_18313211,HK.3,9/7/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2988/2023,EPI_ISL_18313212,FY.3,9/8/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2987/2023,EPI_ISL_18313213,HK.3,9/8/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2985/2023,EPI_ISL_18313214,FL.15,9/7/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2982/2023,EPI_ISL_18313215,HK.3,8/28/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-XG2983/2023,EPI_ISL_18313216,HK.3,9/11/2023,China,Hubei,Xiaogan
hCoV-19/Hubei/HCDC-YC2940/2023,EPI_ISL_18313217,HK.3,9/8/2023,China,Hubei,Yichang
hCoV-19/Hubei/HCDC-YC2939/2023,EPI_ISL_18313219,HK.3,9/8/2023,China,Hubei,Yichang
hCoV-19/Hubei/HCDC-YC2935/2023,EPI_ISL_18313220,HK.3,9/8/2023,China,Hubei,Yichang
hCoV-19/Hubei/HCDC-YC2936/2023,EPI_ISL_18313221,HK.3,9/8/2023,China,Hubei,Yichang
