Virus_Strain_Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
SARS-CoV-2/Human/CHN/HLJCDC-1600/2023	EPI_ISL_17850480	XBB.1.9.1	6/19/2023	China	Heilongjiang		XBB.1.9.1*	6/19/2023
SARS-CoV-2/Human/CHN/HLJCDC-1589/2023	EPI_ISL_17850469	EG.5.1.1	6/15/2023	China	Heilongjiang		EG.5.1*	6/15/2023
SARS-CoV-2/Human/CHN/HLJCDC-1572/2023	EPI_ISL_17850453	XBB.1.16	6/14/2023	China	Heilongjiang		XBB.1.16*	6/14/2023
SARS-CoV-2/Human/CHN/HLJCDC-1570/2023	EPI_ISL_17850452	XBB.1.16	6/13/2023	China	Heilongjiang		XBB.1.16*	6/13/2023
SARS-CoV-2/Human/CHN/HLJCDC-1569/2023	EPI_ISL_17850451	XBB.1.16.1	6/13/2023	China	Heilongjiang		XBB.1.16*	6/13/2023
SARS-CoV-2/Human/CHN/HLJCDC-1563/2023	EPI_ISL_17850445	EG.1	6/13/2023	China	Heilongjiang		Others	6/13/2023
SARS-CoV-2/Human/CHN/HLJCDC-1561/2023	EPI_ISL_17850443	XBB.1.9.1	6/13/2023	China	Heilongjiang		XBB.1.9.1*	6/13/2023
SARS-CoV-2/Human/CHN/HLJCDC-1559/2023	EPI_ISL_17850441	XBB.1.5.59	6/13/2023	China	Heilongjiang		XBB.1.5*	6/13/2023
SARS-CoV-2/Human/CHN/HLJCDC-1538/2023	EPI_ISL_17850421	EG.5.1.1	6/12/2023	China	Heilongjiang		EG.5.1*	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1537/2023	EPI_ISL_17850420	EG.1	6/12/2023	China	Heilongjiang		Others	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1534/2023	EPI_ISL_17850417	HK.4	6/12/2023	China	Heilongjiang		EG.5.1*	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1510/2023	EPI_ISL_17850395	EG.1	6/12/2023	China	Heilongjiang		Others	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1503/2023	EPI_ISL_17850389	FY.3.1	6/12/2023	China	Heilongjiang		XBB.1.22.1*	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1502/2023	EPI_ISL_17850388	FU.1	6/12/2023	China	Heilongjiang		XBB.1.16*	6/12/2023
SARS-CoV-2/Human/CHN/HLJCDC-1497/2023	EPI_ISL_17850383	XBB.1.16	6/8/2023	China	Heilongjiang		XBB.1.16*	6/8/2023
SARS-CoV-2/Human/CHN/HLJCDC-1495/2023	EPI_ISL_17850381	FL.4.11	6/8/2023	China	Heilongjiang		XBB.1.9.1*	6/8/2023
SARS-CoV-2/Human/CHN/HLJCDC-1480/2023	EPI_ISL_17850369	FR.1.1	6/6/2023	China	Heilongjiang		BA.2.75*	6/6/2023
SARS-CoV-2/Human/CHN/HLJCDC-1478/2023	EPI_ISL_17850367	XBB.1.43.1	6/5/2023	China	Heilongjiang		Others	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1475/2023	EPI_ISL_17850364	EG.5.1.1	6/5/2023	China	Heilongjiang		EG.5.1*	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1468/2023	EPI_ISL_17850357	XBB.1.16	6/6/2023	China	Heilongjiang		XBB.1.16*	6/6/2023
SARS-CoV-2/Human/CHN/HLJCDC-1463/2023	EPI_ISL_17850352	XBB.1.16	6/5/2023	China	Heilongjiang		XBB.1.16*	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1454/2023	EPI_ISL_17850343	XBB.1.16	6/5/2023	China	Heilongjiang		XBB.1.16*	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1446/2023	EPI_ISL_17850337	XBB.1.16	6/2/2023	China	Heilongjiang		XBB.1.16*	6/2/2023
SARS-CoV-2/Human/CHN/HLJCDC-1435/2023	EPI_ISL_17850329	FL.4.6	6/5/2023	China	Heilongjiang		XBB.1.9.1*	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1421/2023	EPI_ISL_17850315	XBB.1.5.15	6/5/2023	China	Heilongjiang		XBB.1.5*	6/5/2023
SARS-CoV-2/Human/CHN/HLJCDC-1414/2023	EPI_ISL_17850308	XBB.1.9.1	6/6/2023	China	Heilongjiang		XBB.1.9.1*	6/6/2023
SARS-CoV-2/Human/CHN/HLJCDC-1413/2023	EPI_ISL_17850307	FY.3.1	6/6/2023	China	Heilongjiang		XBB.1.22.1*	6/6/2023
SARS-CoV-2/Human/CHN/HLJCDC-1409/2023	EPI_ISL_17850303	EG.1	6/2/2023	China	Heilongjiang		Others	6/2/2023
SARS-CoV-2/Human/CHN/HLJCDC-1405/2023	EPI_ISL_17850299	HK.27	5/29/2023	China	Heilongjiang		EG.5.1*	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1399/2023	EPI_ISL_17850293	EG.5.1.1	5/29/2023	China	Heilongjiang		EG.5.1*	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1398/2023	EPI_ISL_17850292	XBB.1.16	5/29/2023	China	Heilongjiang		XBB.1.16*	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1397/2023	EPI_ISL_17850291	FL.5	5/28/2023	China	Heilongjiang		XBB.1.9.1*	5/28/2023
SARS-CoV-2/Human/CHN/HLJCDC-1382/2023	EPI_ISL_17850276	EG.5.1.1	5/30/2023	China	Heilongjiang		EG.5.1*	5/30/2023
SARS-CoV-2/Human/CHN/HLJCDC-1365/2023	EPI_ISL_17850260	EG.5.1.1	5/29/2023	China	Heilongjiang		EG.5.1*	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1362/2023	EPI_ISL_17850257	EG.1	5/29/2023	China	Heilongjiang		Others	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1358/2023	EPI_ISL_17850253	GF.1	5/29/2023	China	Heilongjiang		XBB.1.5*	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1349/2023	EPI_ISL_17850245	FR.1.1	5/28/2023	China	Heilongjiang		BA.2.75*	5/28/2023
SARS-CoV-2/Human/CHN/HLJCDC-1348/2023	EPI_ISL_17850244	FY.3.1	5/28/2023	China	Heilongjiang		XBB.1.22.1*	5/28/2023
SARS-CoV-2/Human/CHN/HLJCDC-1347/2023	EPI_ISL_17850243	EG.1	5/29/2023	China	Heilongjiang		Others	5/29/2023
SARS-CoV-2/Human/CHN/HLJCDC-1345/2023	EPI_ISL_17850241	FY.3.1	5/27/2023	China	Heilongjiang		XBB.1.22.1*	5/27/2023
SARS-CoV-2/Human/CHN/HLJCDC-1335/2023	EPI_ISL_17850231	XBB.1.9.1	5/30/2023	China	Heilongjiang		XBB.1.9.1*	5/30/2023
SARS-CoV-2/Human/CHN/HLJCDC-1333/2023	EPI_ISL_17850229	XBB.1.16	5/30/2023	China	Heilongjiang		XBB.1.16*	5/30/2023
SARS-CoV-2/Human/CHN/HLJCDC-1331/2023	EPI_ISL_17850227	XBB.1.16	5/30/2023	China	Heilongjiang		XBB.1.16*	5/30/2023
SARS-CoV-2/Human/CHN/HLJCDC-1330/2023	EPI_ISL_17850226	FY.3.1	5/30/2023	China	Heilongjiang		XBB.1.22.1*	5/30/2023
SARS-CoV-2/human/CHN/YNCDC-1480/2023	EPI_ISL_17850933	GJ.1	6/17/2023	China	Yunnan		Others	6/17/2023
SARS-CoV-2/human/CHN/YNCDC-1470/2023	EPI_ISL_17850923	XBB.1.16	6/16/2023	China	Yunnan		XBB.1.16*	6/16/2023
SARS-CoV-2/human/CHN/YNCDC-1457/2023	EPI_ISL_17850910	FY.3.1	6/14/2023	China	Yunnan		XBB.1.22.1*	6/14/2023
SARS-CoV-2/human/CHN/YNCDC-1455/2023	EPI_ISL_17850908	XBB.1.16	6/11/2023	China	Yunnan		XBB.1.16*	6/11/2023
SARS-CoV-2/human/CHN/YNCDC-1441/2023	EPI_ISL_17850894	FL.4.11	6/12/2023	China	Yunnan		XBB.1.9.1*	6/12/2023
SARS-CoV-2/human/CHN/YNCDC-1430/2023	EPI_ISL_17850883	XBB.2.3.5	6/12/2023	China	Yunnan		Others	6/12/2023
SARS-CoV-2/human/CHN/YNCDC-1425/2023	EPI_ISL_17850878	FL.2	6/18/2023	China	Yunnan		XBB.1.9.1*	6/18/2023
SARS-CoV-2/human/CHN/YNCDC-1400/2023	EPI_ISL_17850854	XBB.2.3.5	6/15/2023	China	Yunnan		Others	6/15/2023
SARS-CoV-2/human/CHN/YNCDC-1397/2023	EPI_ISL_17850851	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1396/2023	EPI_ISL_17850850	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1395/2023	EPI_ISL_17850849	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1394/2023	EPI_ISL_17850848	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1393/2023	EPI_ISL_17850847	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1392/2023	EPI_ISL_17850846	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1391/2023	EPI_ISL_17850845	FL.4	6/19/2023	China	Yunnan		XBB.1.9.1*	6/19/2023
SARS-CoV-2/human/CHN/YNCDC-1384/2023	EPI_ISL_17850838	XBB.1.22.1	6/14/2023	China	Yunnan		XBB.1.22.1*	6/14/2023
SARS-CoV-2/human/CHN/YNCDC-1370/2023	EPI_ISL_17850824	FR.1.1	6/7/2023	China	Yunnan		BA.2.75*	6/7/2023
SARS-CoV-2/human/CHN/NCCDC-33/2023	EPI_ISL_17850769	FR.1.3	5/12/2023	China	Sichuan	Nanchong	BA.2.75*	5/12/2023
SARS-CoV-2/human/CHN/BZCDC-90/2023	EPI_ISL_17850150	FY.3.2	5/13/2023	China	Anhui	Bozhou	XBB.1.22.1*	5/13/2023
SARS-CoV-2/human/CHN/LNCDC-167-67/2023	EPI_ISL_17850661	BF.7.14	5/3/2023	China	Liaoning		BF.7.14*	5/3/2023
SARS-CoV-2/human/CHN/LNCDC-164-15/2023	EPI_ISL_17850650	FR.1.1	5/11/2023	China	Liaoning		BA.2.75*	5/11/2023
SARS-CoV-2/human/CHN/LNCDC-162-5/2023	EPI_ISL_17850647	EG.5.2.2	5/12/2023	China	Liaoning		Others	5/12/2023
SARS-CoV-2/human/CHN/LNCDC-155-33/2023	EPI_ISL_17850628	XBB.1.16.18	5/7/2023	China	Liaoning		XBB.1.16*	5/7/2023
SARS-CoV-2/human/CHN/LNCDC-155-2/2023	EPI_ISL_17850625	BF.7.14	5/7/2023	China	Liaoning		BF.7.14*	5/7/2023
SARS-CoV-2/human/CHN/LNCDC-155-19/2023	EPI_ISL_17850624	XBB.1.16.18	5/5/2023	China	Liaoning		XBB.1.16*	5/5/2023
SARS-CoV-2/human/CHN/LNCDC-147-2/2023	EPI_ISL_17850605	DY.2	5/4/2023	China	Liaoning		BA.5.2.48*	5/4/2023
SARS-CoV-2/human/CHN/XJCDCWLMQ-275/2023	EPI_ISL_17836225	FU.1	5/27/2023	China	Xinjiang		XBB.1.16*	5/27/2023
SARS-CoV-2/human/CHN/XJCDCTC-089/2023	EPI_ISL_17836272	GF.1	5/23/2023	China	Xinjiang		XBB.1.5*	5/23/2023
SARS-CoV-2/human/CHN/XJCDCBOZ-044/2023	EPI_ISL_17836368	FL.5	5/26/2023	China	Xinjiang		XBB.1.9.1*	5/26/2023
SARS-CoV-2/human/CHN/XJCDCBAZ-129/2023	EPI_ISL_17836379	EU.1.1	5/28/2023	China	Xinjiang		XBB.1.5*	5/28/2023
SARS-CoV-2/human/CHN/XJCDCAKS-074/2023	EPI_ISL_17836418	FL.5	5/23/2023	China	Xinjiang		XBB.1.9.1*	5/23/2023
SARS-CoV-2/human/CHN/XJCDCAKS-071/2023	EPI_ISL_17836421	EG.5.1.1	5/22/2023	China	Xinjiang		EG.5.1*	5/22/2023
SARS-CoV-2/human/CHN/XJCDCWLMQ-173/2023	EPI_ISL_17836231	DY.2	4/27/2023	China	Xinjiang		BA.5.2.48*	4/27/2023
SARS-CoV-2/human/CHN/XJCDCWLMQ-167/2023	EPI_ISL_17836237	XBB.1.16	4/29/2023	China	Xinjiang		XBB.1.16*	4/29/2023
SARS-CoV-2/human/CHN/XJCDCWLMQ-149/2023	EPI_ISL_17836254	FL.4	4/29/2023	China	Xinjiang		XBB.1.9.1*	4/29/2023
SARS-CoV-2/human/CHN/XJCDCWLMQ-145/2023	EPI_ISL_17836258	FU.1	4/27/2023	China	Xinjiang		XBB.1.16*	4/27/2023
SARS-CoV-2/human/CHN/XJCDCKLMY-088/2023	EPI_ISL_17836313	BF.7.14	4/24/2023	China	Xinjiang		BF.7.14*	4/24/2023
SARS-CoV-2/human/CHN/XJCDCKLMY-079/2023	EPI_ISL_17836319	BF.7.14	4/19/2023	China	Xinjiang		BF.7.14*	4/19/2023
SARS-CoV-2/human/CHN/XJCDCHM-062/2023	EPI_ISL_17836348	BF.7.14	4/30/2023	China	Xinjiang		BF.7.14*	4/30/2023
SARS-CoV-2/human/CHN/XJCDCHM-061/2023	EPI_ISL_17836349	FL.5	4/30/2023	China	Xinjiang		XBB.1.9.1*	4/30/2023
SARS-CoV-2/human/CHN/XJCDCBAZ-078/2023	EPI_ISL_17836382	BA.5.2.50	4/26/2023	China	Xinjiang		Others	4/26/2023
SARS-CoV-2/human/CHN/XJCDCBAZ-072/2023	EPI_ISL_17836386	BA.5.2.50	4/26/2023	China	Xinjiang		Others	4/26/2023
SARS-CoV-2/human/CHN/XJCDCBAZ-070/2023	EPI_ISL_17836388	BA.5.2.50	4/27/2023	China	Xinjiang		Others	4/27/2023
SARS-CoV-2/human/CHN/XJCDCAKS-043/2023	EPI_ISL_17836423	FL.5	4/26/2023	China	Xinjiang		XBB.1.9.1*	4/26/2023
SARS-CoV-2/human/CHN/XJCDCAKS-039/2023	EPI_ISL_17836427	FL.5	4/27/2023	China	Xinjiang		XBB.1.9.1*	4/27/2023
SARS-CoV-2/human/CHN/AQCDC-086/2023	EPI_ISL_17837070	XBB.1.16.22	6/1/2023	China	Anhui		XBB.1.16*	6/1/2023
SARS-CoV-2/human/CHN/AQCDC-085/2023	EPI_ISL_17837071	GF.1	6/1/2023	China	Anhui		XBB.1.5*	6/1/2023
SARS-CoV-2/human/CHN/AQCDC-080/2023	EPI_ISL_17837076	XBB.1.5	6/1/2023	China	Anhui		XBB.1.5*	6/1/2023
SARS-CoV-2/human/CHN/LACDC-095/2023	EPI_ISL_17836990	GF.1	6/11/2023	China	Anhui		XBB.1.5*	6/11/2023
SARS-CoV-2/human/CHN/LACDC-094/2023	EPI_ISL_17836991	FL.4	6/8/2023	China	Anhui		XBB.1.9.1*	6/8/2023
SARS-CoV-2/human/CHN/ZMDCDC-121/2023	EPI_ISL_17817000	BF.7.14	3/28/2023	China	Henan	Zhumadian	BF.7.14*	3/28/2023
SARS-CoV-2/human/CHN/ZMDCDC-162/2023	EPI_ISL_17817009	XBB.1.5.15	5/25/2023	China	Henan	Zhumadian	XBB.1.5*	5/25/2023
SARS-CoV-2/human/CHN/ZMDCDC-158/2023	EPI_ISL_17817006	GF.1	5/19/2023	China	Henan	Zhumadian	XBB.1.5*	5/19/2023
SARS-CoV-2/human/CHN/YNCDC-1216/2023	EPI_ISL_17808368	XBB.2.3.5	6/4/2023	China	Yunnan		Others	6/4/2023
SARS-CoV-2/human/CHN/YNCDC-1213/2023	EPI_ISL_17808365	XBB.1.16.1	6/3/2023	China	Yunnan		XBB.1.16*	6/3/2023
SARS-CoV-2/human/CHN/YNCDC-1225/2023	EPI_ISL_17808377	XBB.1.16	5/31/2023	China	Yunnan		XBB.1.16*	5/31/2023
SARS-CoV-2/human/CHN/YNCDC-1224/2023	EPI_ISL_17808376	XBB.1.16	5/24/2023	China	Yunnan		XBB.1.16*	5/24/2023
SARS-CoV-2/human/CHN/YNCDC-1221/2023	EPI_ISL_17808373	FY.3.1	5/27/2023	China	Yunnan		XBB.1.22.1*	5/27/2023
SARS-CoV-2/human/CHN/YNCDC-1186/2023	EPI_ISL_17808339	FR.1.1	5/25/2023	China	Yunnan		BA.2.75*	5/25/2023
SARS-CoV-2/human/CHN/YNCDC-1158/2023	EPI_ISL_17808311	FR.1.3	5/30/2023	China	Yunnan		BA.2.75*	5/30/2023
SARS-CoV-2/human/CHN/YNCDC-1154/2023	EPI_ISL_17808307	XBB.2.3	5/29/2023	China	Yunnan		Others	5/29/2023
SARS-CoV-2/human/CHN/YNCDC-1146/2023	EPI_ISL_17808299	BF.7.14	5/15/2023	China	Yunnan		BF.7.14*	5/15/2023
SARS-CoV-2/human/CHN/YNCDC-1136/2023	EPI_ISL_17808289	XBB.1.16.1	6/4/2023	China	Yunnan		XBB.1.16*	6/4/2023
SARS-CoV-2/human/CHN/YNCDC-1129/2023	EPI_ISL_17808282	FL.2	5/31/2023	China	Yunnan		XBB.1.9.1*	5/31/2023
SARS-CoV-2/human/CHN/YNCDC-1126/2023	EPI_ISL_17808279	EG.5.1.1	6/1/2023	China	Yunnan		EG.5.1*	6/1/2023
SARS-CoV-2/human/CHN/YNCDC-1123/2023	EPI_ISL_17808276	FL.34	5/30/2023	China	Yunnan		XBB.1.9.1*	5/30/2023
SARS-CoV-2/human/CHN/YNCDC-1116/2023	EPI_ISL_17808269	FR.1.3	5/25/2023	China	Yunnan		BA.2.75*	5/25/2023
SARS-CoV-2/human/CHN/YNCDC-1110/2023	EPI_ISL_17808263	GJ.3	5/31/2023	China	Yunnan		Others	5/31/2023
SARS-CoV-2/human/CHN/YNCDC-1106/2023	EPI_ISL_17808259	XBB.1.22.1	6/1/2023	China	Yunnan		XBB.1.22.1*	6/1/2023
SARS-CoV-2/human/CHN/YNCDC-1095/2023	EPI_ISL_17808248	FY.3	5/30/2023	China	Yunnan		XBB.1.22.1*	5/30/2023
SARS-CoV-2/human/CHN/YNCDC-1094/2023	EPI_ISL_17808247	HH.1	5/30/2023	China	Yunnan		Others	5/30/2023
SARS-CoV-2/human/CHN/YNCDC-1075/2023	EPI_ISL_17808229	EG.5.1.1	5/25/2023	China	Yunnan		EG.5.1*	5/25/2023
SARS-CoV-2/human/CHN/ZKCDC-54/2023	EPI_ISL_17808417	XBB.1.5.24	5/30/2023	China	Henan	Zhoukou	XBB.1.5*	5/30/2023
SARS-CoV-2/human/CHN/YZCDC-248/2023	EPI_ISL_17795764	EU.1.1	5/12/2023	China	Jiangsu		XBB.1.5*	5/12/2023
SARS-CoV-2/human/CHN/YZCDC-238/2023	EPI_ISL_17795755	EU.1.1	5/12/2023	China	Jiangsu		XBB.1.5*	5/12/2023
SARS-CoV-2/human/CHN/YZCDC-237/2023	EPI_ISL_17795754	EU.1.1	5/11/2023	China	Jiangsu		XBB.1.5*	5/11/2023
SARS-CoV-2/human/CHN/YZCDC-231/2023	EPI_ISL_17795749	XBB.1.5.59	5/7/2023	China	Jiangsu		XBB.1.5*	5/7/2023
SARS-CoV-2/human/CHN/YZCDC-215/2023	EPI_ISL_17795734	FY.3.1	5/8/2023	China	Jiangsu		XBB.1.22.1*	5/8/2023
SARS-CoV-2/human/CHN/YCCDC-220/2023	EPI_ISL_17795705	FR.1.1	5/16/2023	China	Jiangsu		BA.2.75*	5/16/2023
SARS-CoV-2/human/CHN/WXCDC-228/2023	EPI_ISL_17795663	FR.1.3	5/3/2023	China	Jiangsu		BA.2.75*	5/3/2023
SARS-CoV-2/human/CHN/TZCDC-059/2023	EPI_ISL_17795639	XBB.1.5.15	5/9/2023	China	Jiangsu		XBB.1.5*	5/9/2023
SARS-CoV-2/human/CHN/SZCDC-528/2023	EPI_ISL_17795629	EG.5.1.1	5/11/2023	China	Jiangsu		EG.5.1*	5/11/2023
SARS-CoV-2/human/CHN/SZCDC-520/2023	EPI_ISL_17795625	XBB.1.16	5/13/2023	China	Jiangsu		XBB.1.16*	5/13/2023
SARS-CoV-2/human/CHN/SZCDC-519/2023	EPI_ISL_17795624	FL.4	5/15/2023	China	Jiangsu		XBB.1.9.1*	5/15/2023
SARS-CoV-2/human/CHN/SZCDC-508/2023	EPI_ISL_17795618	FL.4	5/5/2023	China	Jiangsu		XBB.1.9.1*	5/5/2023
SARS-CoV-2/human/CHN/SZCDC-488/2023	EPI_ISL_17795612	FY.3.3	5/9/2023	China	Jiangsu		XBB.1.22.1*	5/9/2023
SARS-CoV-2/human/CHN/SQCDC-147/2023	EPI_ISL_17795575	EU.1.1	5/11/2023	China	Jiangsu		XBB.1.5*	5/11/2023
SARS-CoV-2/human/CHN/NTCDC-132/2023	EPI_ISL_17795099	FL.2.3	5/16/2023	China	Jiangsu		XBB.1.9.1*	5/16/2023
SARS-CoV-2/human/CHN/NTCDC-131/2023	EPI_ISL_17795098	XBB.1.16.1	5/17/2023	China	Jiangsu		XBB.1.16*	5/17/2023
SARS-CoV-2/human/CHN/NJCDC-374/2023	EPI_ISL_17795080	FY.3.1	5/10/2023	China	Jiangsu		XBB.1.22.1*	5/10/2023
SARS-CoV-2/human/CHN/HACDC-131/2023	EPI_ISL_17794048	XBB.1.22.2	5/11/2023	China	Jiangsu		Others	5/11/2023
SARS-CoV-2/human/CHN/HACDC-130/2023	EPI_ISL_17794047	FR.1.4	5/11/2023	China	Jiangsu		BA.2.75*	5/11/2023
SARS-CoV-2/human/CHN/YZCDC-107/2023	EPI_ISL_17795732	XBB.1.5	4/29/2023	China	Jiangsu		XBB.1.5*	4/29/2023
SARS-CoV-2/human/CHN/YCCDC-188/2023	EPI_ISL_17795694	FR.1	4/26/2023	China	Jiangsu		BA.2.75*	4/26/2023
SARS-CoV-2/human/CHN/YCCDC-186/2023	EPI_ISL_17795692	FR.1	4/23/2023	China	Jiangsu		BA.2.75*	4/23/2023
SARS-CoV-2/human/CHN/XZCDC-321/2023	EPI_ISL_17795684	FL.2.3	4/27/2023	China	Jiangsu		XBB.1.9.1*	4/27/2023
SARS-CoV-2/human/CHN/WXCDC-162/2023	EPI_ISL_17795655	XBB.1.42.2	4/6/2023	China	Jiangsu		Others	4/6/2023
SARS-CoV-2/human/CHN/WXCDC-142/2023	EPI_ISL_17795651	FY.3.3	4/24/2023	China	Jiangsu		XBB.1.22.1*	4/24/2023
SARS-CoV-2/human/CHN/WXCDC-140/2023	EPI_ISL_17795649	EG.5.1.1	4/23/2023	China	Jiangsu		EG.5.1*	4/23/2023
SARS-CoV-2/human/CHN/WXCDC-137/2023	EPI_ISL_17795646	FY.3.3	4/22/2023	China	Jiangsu		XBB.1.22.1*	4/22/2023
SARS-CoV-2/human/CHN/SZCDC-381/2023	EPI_ISL_17795592	FL.1	4/26/2023	China	Jiangsu		XBB.1.9.1*	4/26/2023
SARS-CoV-2/human/CHN/SZCDC-377/2023	EPI_ISL_17795589	FY.3.1	4/26/2023	China	Jiangsu		XBB.1.22.1*	4/26/2023
SARS-CoV-2/human/CHN/SQCDC-092/2023	EPI_ISL_17795570	EG.5.1.1	4/26/2023	China	Jiangsu		EG.5.1*	4/26/2023
SARS-CoV-2/human/CHN/NJCDC-309/2023	EPI_ISL_17795060	FY.3.1	4/23/2023	China	Jiangsu		XBB.1.22.1*	4/23/2023
SARS-CoV-2/human/CHN/HACDC-090/2023	EPI_ISL_17794036	EU.1.1	4/27/2023	China	Jiangsu		XBB.1.5*	4/27/2023
SARS-CoV-2/human/CHN/CZCDC-089/2023	EPI_ISL_17794022	XBL.3	4/20/2023	China	Jiangsu		Others	4/20/2023
SARS-CoV-2/human/CHN/BTCDC189/2023	EPI_ISL_17785265	FL.4	5/28/2023	China	Xinjiang		XBB.1.9.1*	5/28/2023
SARS-CoV-2/human/CHN/BTCDC175/2023	EPI_ISL_17785251	HK.1	5/19/2023	China	Xinjiang		EG.5.1*	5/19/2023
SARS-CoV-2/human/CHN/BTCDC174/2023	EPI_ISL_17785250	EU.1.1	5/19/2023	China	Xinjiang		XBB.1.5*	5/19/2023
SARS-CoV-2/human/CHN/BTCDC145/2023	EPI_ISL_17785221	DY.4	4/14/2023	China	Xinjiang		BA.5.2.48*	4/14/2023
SARS-CoV-2/human/CHN/SXCDC-0381/2023	EPI_ISL_17785344	GY.1	5/9/2023	China	Shanxi		XBB.1.16*	5/9/2023
SARS-CoV-2/human/CHN/AQCDC-076/2023	EPI_ISL_17784890	FR.1.1	5/3/2023	China	Anhui		BA.2.75*	5/3/2023
SARS-CoV-2/human/CHN/AQCDC-075/2023	EPI_ISL_17784889	EG.5.1.1	5/6/2023	China	Anhui		EG.5.1*	5/6/2023
SARS-CoV-2/human/CHN/AQCDC-064/2023	EPI_ISL_17784878	XBB.1.42.2	5/5/2023	China	Anhui		Others	5/5/2023
SARS-CoV-2/human/CHN/AQCDC-060/2023	EPI_ISL_17784874	XBB.1.16	5/1/2023	China	Anhui		XBB.1.16*	5/1/2023
SARS-CoV-2/human/CHN/YNCDC-1046/2023	EPI_ISL_17778660	FE.1.1	5/24/2023	China	Yunnan		Others	5/24/2023
SARS-CoV-2/human/CHN/YNCDC-1004/2023	EPI_ISL_17778693	FE.1.1	5/27/2023	China	Yunnan		Others	5/27/2023
SARS-CoV-2/human/CHN/YNCDC-1002/2023	EPI_ISL_17778701	FE.1.1	5/26/2023	China	Yunnan		Others	5/26/2023
SARS-CoV-2/human/CHN/YNCDC-0998/2023	EPI_ISL_17778761	FY.3.2	5/28/2023	China	Yunnan		XBB.1.22.1*	5/28/2023
SARS-CoV-2/human/CHN/YNCDC-0991/2023	EPI_ISL_17778745	FR.1.3	5/26/2023	China	Yunnan		BA.2.75*	5/26/2023
SARS-CoV-2/human/CHN/YNCDC-0986/2023	EPI_ISL_17778642	FL.34	5/25/2023	China	Yunnan		XBB.1.9.1*	5/25/2023
SARS-CoV-2/human/CHN/YNCDC-0982/2023	EPI_ISL_17778705	GF.1	5/24/2023	China	Yunnan		XBB.1.5*	5/24/2023
SARS-CoV-2/human/CHN/YNCDC-0975/2023	EPI_ISL_17778653	XBB.1.16	5/24/2023	China	Yunnan		XBB.1.16*	5/24/2023
SARS-CoV-2/human/CHN/YNCDC-0948/2023	EPI_ISL_17778688	BN.1.2.7	5/10/2023	China	Yunnan		BA.2.75*	5/10/2023
SARS-CoV-2/human/CHN/YNCDC-0914/2023	EPI_ISL_17778704	FR.1.3	5/22/2023	China	Yunnan		BA.2.75*	5/22/2023
SARS-CoV-2/human/CHN/YNCDC-0911/2023	EPI_ISL_17778739	FY.3.2	5/13/2023	China	Yunnan		XBB.1.22.1*	5/13/2023
SARS-CoV-2/human/CHN/YNCDC-1009/2023	EPI_ISL_17778608	XBB.1.22.1	5/18/2023	China	Yunnan		XBB.1.22.1*	5/18/2023
SARS-CoV-2/human/CHN/YNCDC-1008/2023	EPI_ISL_17778613	BN.1.2.7	5/18/2023	China	Yunnan		BA.2.75*	5/18/2023
SARS-CoV-2/human/CHN/YNCDC-1066/2023	EPI_ISL_17778620	XBB.2.3.5	5/28/2023	China	Yunnan		Others	5/28/2023
SARS-CoV-2/human/CHN/YNCDC-1063/2023	EPI_ISL_17778626	XBB.2.3.5	5/27/2023	China	Yunnan		Others	5/27/2023
SARS-CoV-2/human/CHN/NCCDC-23/2023	EPI_ISL_17736028	FL.13.1	4/26/2023	China	Sichuan	Nanchong	XBB.1.9.1*	4/26/2023
SARS-CoV-2/human/CHN/BZCDC-84/2023	EPI_ISL_17729790	FY.3.2	5/6/2023	China	Anhui	Bozhou	XBB.1.22.1*	5/6/2023
