strain,lineage,country,province,date
EPI_ISL_18101316,EG.1,China,Taiwan,6/30/2023
EPI_ISL_17997307,EG.5.1.1,China,Hong Kong,6/30/2023
EPI_ISL_17988017,EG.5.1.1,China,Others,6/30/2023
EPI_ISL_17987985,EG.5.1.1,China,Gansu,6/30/2023
EPI_ISL_18109259,EG.1,China,Taiwan,7/1/2023
EPI_ISL_18108781,FL.4,China,Xinjiang,7/1/2023
EPI_ISL_18108744,XBB.1.9.1,China,Xinjiang,7/1/2023
EPI_ISL_18105927,FY.3.1,China,Jiangsu,7/1/2023
EPI_ISL_18097875,FU.1,China,Taiwan,7/1/2023
EPI_ISL_18051902,XBB.1.42,China,Hong Kong,7/1/2023
EPI_ISL_17988010,FL.2,China,Others,7/1/2023
EPI_ISL_18074639,XBB.1.16.1,China,Shanghai,7/2/2023
EPI_ISL_17999140,XBB.1.16.1,China,Yunnan,7/2/2023
EPI_ISL_17999097,FU.1,China,Fujian,7/2/2023
EPI_ISL_17987840,FL.2.3,China,Fujian,7/2/2023
EPI_ISL_17987514,EG.5.1.1,China,Shanghai,7/2/2023
EPI_ISL_18108854,FY.3,China,Xinjiang,7/3/2023
EPI_ISL_18108783,FR.1.1,China,Xinjiang,7/3/2023
EPI_ISL_18108772,FR.1.3,China,Xinjiang,7/3/2023
EPI_ISL_18105889,XBB.1.16.1,China,Jiangsu,7/3/2023
EPI_ISL_17987987,FL.4,China,Gansu,7/3/2023
EPI_ISL_17987986,EG.5.1.1,China,Gansu,7/3/2023
EPI_ISL_17987848,EG.5.1.1,China,Fujian,7/3/2023
EPI_ISL_17987847,XBB.1.16,China,Fujian,7/3/2023
EPI_ISL_17980946,EG.5.1.1,China,Shanxi,7/3/2023
EPI_ISL_17980922,EG.5.1.1,China,Shanxi,7/3/2023
EPI_ISL_18237062,FY.2,China,Taiwan,7/4/2023
EPI_ISL_18237060,FY.2,China,Taiwan,7/4/2023
EPI_ISL_18108778,FU.1,China,Xinjiang,7/4/2023
EPI_ISL_18108775,FR.1.1,China,Xinjiang,7/4/2023
EPI_ISL_18108711,FL.2.3,China,Xinjiang,7/4/2023
EPI_ISL_18108707,FY.3.1,China,Xinjiang,7/4/2023
EPI_ISL_18108261,GJ.1,China,Anhui,7/4/2023
EPI_ISL_18105959,FY.3,China,Jiangsu,7/4/2023
EPI_ISL_18105954,FY.3,China,Jiangsu,7/4/2023
EPI_ISL_18101324,XBB.2.3.2,China,Taiwan,7/4/2023
EPI_ISL_18101322,FU.1,China,Taiwan,7/4/2023
EPI_ISL_18058642,FY.3.1,China,Anhui,7/4/2023
EPI_ISL_18049811,FL.4,China,Sichuan,7/4/2023
EPI_ISL_17999157,FY.3,China,Yunnan,7/4/2023
EPI_ISL_17999149,XBB.1.16.1,China,Yunnan,7/4/2023
EPI_ISL_17994482,XBB.1.16.1,China,Shanghai,7/4/2023
EPI_ISL_17994479,XBB.1.16.1,China,Shanghai,7/4/2023
EPI_ISL_17988075,FY.3.1,China,Hubei,7/4/2023
EPI_ISL_17980933,FY.3.1,China,Shanxi,7/4/2023
EPI_ISL_18217144,FY.3,China,Henan,7/5/2023
EPI_ISL_18105956,GF.1,China,Jiangsu,7/5/2023
EPI_ISL_18105955,FY.3.1,China,Jiangsu,7/5/2023
EPI_ISL_18105926,EG.5.1.1,China,Jiangsu,7/5/2023
EPI_ISL_18078326,FL.4,China,Hubei,7/5/2023
EPI_ISL_18078321,XBB.1.5.24,China,Hubei,7/5/2023
EPI_ISL_18074511,FR.1.1,China,Shanghai,7/5/2023
EPI_ISL_18051890,EG.5.1.1,China,Hong Kong,7/5/2023
EPI_ISL_18049827,FY.3.1,China,Sichuan,7/5/2023
EPI_ISL_17999178,EG.5.1.1,China,Yunnan,7/5/2023
EPI_ISL_17999167,FL.4,China,Yunnan,7/5/2023
EPI_ISL_17999153,EG.5.1.1,China,Yunnan,7/5/2023
EPI_ISL_17988039,EG.5.1.1,China,Others,7/5/2023
EPI_ISL_18108768,FY.3.1,China,Xinjiang,7/6/2023
EPI_ISL_18108678,EG.5.1.1,China,Xinjiang,7/6/2023
EPI_ISL_18108674,FY.3,China,Xinjiang,7/6/2023
EPI_ISL_18108265,GJ.1,China,Anhui,7/6/2023
EPI_ISL_18074543,GF.1,China,Shanghai,7/6/2023
EPI_ISL_18049821,FY.3.1,China,Sichuan,7/6/2023
EPI_ISL_18049780,EG.5.1.1,China,Shanxi,7/6/2023
EPI_ISL_17999095,FY.3,China,Fujian,7/6/2023
EPI_ISL_17994531,GF.1,China,Shanghai,7/6/2023
EPI_ISL_18108680,FY.3,China,Xinjiang,7/7/2023
EPI_ISL_18108263,FE.1.1,China,Anhui,7/7/2023
EPI_ISL_18051892,FL.2.3,China,Hong Kong,7/7/2023
EPI_ISL_18012347,FU.1,China,Others,7/7/2023
EPI_ISL_18012345,EG.5.1.1,China,Others,7/7/2023
EPI_ISL_17999112,FY.3,China,Fujian,7/7/2023
EPI_ISL_17988920,XBB.1.16.1,China,Sichuan,7/7/2023
EPI_ISL_18108736,FY.3,China,Xinjiang,7/8/2023
EPI_ISL_18077701,XBB.2.3.8,China,Taiwan,7/8/2023
EPI_ISL_18012352,FU.1,China,Others,7/8/2023
EPI_ISL_17997292,XBB.2.3.2,China,Hong Kong,7/8/2023
EPI_ISL_17997287,XBB.2.3.2,China,Hong Kong,7/8/2023
EPI_ISL_17997286,XBB.1.42,China,Hong Kong,7/8/2023
EPI_ISL_17997285,FU.1,China,Hong Kong,7/8/2023
EPI_ISL_17997290,FL.4,China,Hong Kong,7/9/2023
EPI_ISL_17988048,EG.5.1.1,China,Others,7/9/2023
EPI_ISL_18292642,GF.1,China,Anhui,7/10/2023
EPI_ISL_18108296,FU.1,China,Anhui,7/10/2023
EPI_ISL_18105904,XBB.1.16.1,China,Jiangsu,7/10/2023
EPI_ISL_18105902,GF.1,China,Jiangsu,7/10/2023
EPI_ISL_18105901,EG.5.1.1,China,Jiangsu,7/10/2023
EPI_ISL_18078319,XBB.1.5.24,China,Hubei,7/10/2023
EPI_ISL_18055783,FL.16,China,Gansu,7/10/2023
EPI_ISL_18049860,FY.3,China,Sichuan,7/10/2023
EPI_ISL_18013136,FY.3,China,Fujian,7/10/2023
EPI_ISL_18012351,XBB.1.16.2,China,Others,7/10/2023
EPI_ISL_17997291,XBB.1.16.1,China,Hong Kong,7/10/2023
EPI_ISL_18133985,FL.4,China,Sichuan,7/11/2023
EPI_ISL_18108297,FU.1,China,Anhui,7/11/2023
EPI_ISL_18078317,EG.5.1,China,Hubei,7/11/2023
EPI_ISL_18058647,FU.1,China,Anhui,7/11/2023
EPI_ISL_18006108,FY.3,China,Hubei,7/11/2023
EPI_ISL_18217163,FU.1,China,Henan,7/12/2023
EPI_ISL_18108335,FL.4,China,Henan,7/12/2023
EPI_ISL_18108269,GF.1,China,Anhui,7/12/2023
EPI_ISL_18077710,EG.1,China,Taiwan,7/12/2023
EPI_ISL_18049791,FY.3.1,China,Shanxi,7/12/2023
EPI_ISL_18013134,FL.4,China,Fujian,7/12/2023
EPI_ISL_18108275,XBB.2.3.2,China,Anhui,7/13/2023
EPI_ISL_18074724,GJ.1,China,Shanghai,7/13/2023
EPI_ISL_18067327,XBB.2.3.8,China,Taiwan,7/13/2023
EPI_ISL_18055778,EG.5.1.1,China,Gansu,7/13/2023
EPI_ISL_18055776,EG.5.1.1,China,Gansu,7/13/2023
EPI_ISL_18217162,XBB.1.16.1,China,Henan,7/14/2023
EPI_ISL_18213325,FU.1,China,Henan,7/14/2023
EPI_ISL_18066438,EG.1,China,Taiwan,7/14/2023
EPI_ISL_18066434,FL.2.3,China,Taiwan,7/14/2023
EPI_ISL_18055587,FY.3,China,Fujian,7/14/2023
EPI_ISL_18051895,EG.5.1.1,China,Hong Kong,7/14/2023
EPI_ISL_18208665,FY.3.1,China,Henan,7/15/2023
EPI_ISL_18108798,FY.3.1,China,Xinjiang,7/15/2023
EPI_ISL_18077691,XBB.2.3.8,China,Taiwan,7/15/2023
EPI_ISL_18077690,XBB.2.3.2,China,Taiwan,7/15/2023
EPI_ISL_18213319,XBB.1.16.1,China,Henan,7/16/2023
EPI_ISL_18108717,EG.5.1.1,China,Xinjiang,7/16/2023
EPI_ISL_18078146,GF.1,China,Anhui,7/16/2023
EPI_ISL_18078145,XBB.1.16.1,China,Anhui,7/16/2023
EPI_ISL_18077693,EG.5.1,China,Taiwan,7/16/2023
EPI_ISL_18074827,FL.15,China,Shanghai,7/16/2023
EPI_ISL_18067334,EG.5.1,China,Taiwan,7/16/2023
EPI_ISL_18066439,XBB.1.9.1,China,Taiwan,7/16/2023
EPI_ISL_18133994,EG.5.1.1,China,Sichuan,7/17/2023
EPI_ISL_18133986,FY.3,China,Sichuan,7/17/2023
EPI_ISL_18133972,FY.3.1,China,Sichuan,7/17/2023
EPI_ISL_18108800,FY.3.1,China,Xinjiang,7/17/2023
EPI_ISL_18060859,FY.3,China,Sichuan,7/17/2023
EPI_ISL_18049744,EG.5.1.1,China,Hubei,7/17/2023
EPI_ISL_18013108,FY.3.1,China,Fujian,7/17/2023
EPI_ISL_18141842,XBB.1.42,China,Hong Kong,7/18/2023
EPI_ISL_18074220,EG.5.1.1,China,Others,7/18/2023
EPI_ISL_18208327,FY.3,China,Henan,7/19/2023
EPI_ISL_18133977,FY.3.1,China,Sichuan,7/19/2023
EPI_ISL_18111272,FY.3,China,Yunnan,7/19/2023
EPI_ISL_18111137,GF.1,China,Yunnan,7/19/2023
EPI_ISL_18108741,FR.1,China,Xinjiang,7/19/2023
EPI_ISL_18105527,FL.4,China,Hubei,7/19/2023
EPI_ISL_18055772,EG.5.1.1,China,Gansu,7/19/2023
EPI_ISL_18055591,FY.3,China,Fujian,7/19/2023
EPI_ISL_18111268,GF.1,China,Yunnan,7/20/2023
EPI_ISL_18108883,FR.1,China,Xinjiang,7/20/2023
EPI_ISL_18108724,FY.3,China,Xinjiang,7/20/2023
EPI_ISL_18108338,FE.1.1,China,Henan,7/20/2023
EPI_ISL_18108337,FE.1.1,China,Henan,7/20/2023
EPI_ISL_18330189,XBB.1.16,China,Others,7/21/2023
EPI_ISL_18208337,XBB.1.16.1,China,Henan,7/21/2023
EPI_ISL_18095786,FE.1.1,China,Henan,7/21/2023
EPI_ISL_18095785,FE.1.1,China,Henan,7/21/2023
EPI_ISL_18095777,FE.1.1,China,Henan,7/21/2023
EPI_ISL_18060801,FL.1.5.1,China,Shanghai,7/21/2023
EPI_ISL_18060799,FL.15,China,Shanghai,7/21/2023
EPI_ISL_18208326,EG.5.1.1,China,Henan,7/22/2023
EPI_ISL_18207988,XBB.2.3,China,Taiwan,7/22/2023
EPI_ISL_18066442,XBB.2.3.2,China,Taiwan,7/22/2023
EPI_ISL_18300568,FL.4,China,Henan,7/23/2023
EPI_ISL_18108340,FU.1,China,Henan,7/23/2023
EPI_ISL_18095779,FE.1.1,China,Henan,7/23/2023
EPI_ISL_18095778,EG.5.1.1,China,Henan,7/23/2023
EPI_ISL_18074389,FE.1.1,China,Shanghai,7/23/2023
EPI_ISL_18108627,EG.5.1.1,China,Shanxi,7/24/2023
EPI_ISL_18108344,FE.1.1,China,Shanghai,7/24/2023
EPI_ISL_18108282,FU.1,China,Anhui,7/24/2023
EPI_ISL_18105739,FL.15,China,Shanghai,7/24/2023
EPI_ISL_18105526,FY.3.1,China,Hubei,7/24/2023
EPI_ISL_18074401,FU.2.1,China,Shanghai,7/24/2023
EPI_ISL_18166344,XBB.1.42,China,Yunnan,7/25/2023
EPI_ISL_18133988,EG.5.1.1,China,Sichuan,7/25/2023
EPI_ISL_18108301,FE.1.1,China,Fujian,7/25/2023
EPI_ISL_18105829,FL.1.5.1,China,Shanghai,7/25/2023
EPI_ISL_18074426,DV.6.2,China,Shanghai,7/25/2023
EPI_ISL_18074419,FL.15,China,Shanghai,7/25/2023
EPI_ISL_18208667,FL.4,China,Henan,7/26/2023
EPI_ISL_18146072,FY.3,China,Hubei,7/26/2023
EPI_ISL_18111221,XBB.1.22.1,China,Yunnan,7/26/2023
EPI_ISL_18105581,FL.1.5.1,China,Shanghai,7/26/2023
EPI_ISL_18105577,FR.1.1,China,Shanghai,7/26/2023
EPI_ISL_18105532,FL.4,China,Hubei,7/26/2023
EPI_ISL_18111242,FL.15,China,Yunnan,7/28/2023
EPI_ISL_18111191,GE.1,China,Yunnan,7/28/2023
EPI_ISL_18108898,FE.1.1,China,Fujian,7/28/2023
EPI_ISL_18300571,FL.4,China,Henan,7/29/2023
EPI_ISL_18208673,FY.3.1,China,Henan,7/29/2023
EPI_ISL_18105607,EG.1,China,Shanghai,7/29/2023
EPI_ISL_18105603,FY.2,China,Shanghai,7/29/2023
EPI_ISL_18105601,FY.3.1,China,Shanghai,7/29/2023
EPI_ISL_18495039,FY.3,China,Henan,7/30/2023
EPI_ISL_18232764,XBB.1.16.1,China,Sichuan,7/30/2023
EPI_ISL_18161050,FU.2.1,China,Xinjiang,7/30/2023
EPI_ISL_18133949,EG.5.1.1,China,Sichuan,7/30/2023
EPI_ISL_18111249,GE.1,China,Yunnan,7/30/2023
EPI_ISL_18111199,FY.3,China,Yunnan,7/30/2023
EPI_ISL_18105620,FY.2,China,Shanghai,7/30/2023
EPI_ISL_18078172,FY.3.1,China,Fujian,7/30/2023
EPI_ISL_18277172,FY.3.1,China,Anhui,7/31/2023
EPI_ISL_18277171,HK.3,China,Anhui,7/31/2023
EPI_ISL_18277168,HK.3,China,Anhui,7/31/2023
EPI_ISL_18114672,EG.5.1.1,China,Gansu,7/31/2023
EPI_ISL_18111105,FY.3.1,China,Yunnan,7/31/2023
EPI_ISL_18105642,EG.1,China,Shanghai,7/31/2023
EPI_ISL_18105635,EG.5.1.1,China,Shanghai,7/31/2023
EPI_ISL_18078148,FU.1,China,Anhui,7/31/2023
EPI_ISL_18409184,FU.1,China,Anhui,8/1/2023
EPI_ISL_18232753,HK.3,China,Sichuan,8/1/2023
EPI_ISL_18208674,EG.5.1.1,China,Henan,8/1/2023
EPI_ISL_18208672,EG.5.1.1,China,Henan,8/1/2023
EPI_ISL_18166383,FY.3,China,Yunnan,8/1/2023
EPI_ISL_18114792,FU.2.1,China,Shanghai,8/1/2023
EPI_ISL_18105653,FY.2,China,Shanghai,8/1/2023
EPI_ISL_18105649,EG.1,China,Shanghai,8/1/2023
EPI_ISL_18105554,FY.3,China,Hubei,8/1/2023
EPI_ISL_18495045,FY.3,China,Henan,8/2/2023
EPI_ISL_18241459,FY.3.1,China,Yunnan,8/2/2023
EPI_ISL_18166327,FU.1,China,Yunnan,8/2/2023
EPI_ISL_18166317,XBB.1.42,China,Yunnan,8/2/2023
EPI_ISL_18166300,GF.1,China,Yunnan,8/2/2023
EPI_ISL_18166284,XBB.1.42,China,Yunnan,8/2/2023
EPI_ISL_18166166,FL.2,China,Sichuan,8/2/2023
EPI_ISL_18161063,XBB.1.9.1,China,Xinjiang,8/2/2023
EPI_ISL_18161018,XBB.1.9.1,China,Xinjiang,8/2/2023
EPI_ISL_18160997,EG.5.1.1,China,Xinjiang,8/2/2023
EPI_ISL_18160996,EG.5.1.1,China,Xinjiang,8/2/2023
EPI_ISL_18133968,FU.1,China,Sichuan,8/2/2023
EPI_ISL_18127151,FE.1.1,China,Fujian,8/2/2023
EPI_ISL_18289918,FY.3.1,China,Henan,8/3/2023
EPI_ISL_18289917,FL.4,China,Henan,8/3/2023
EPI_ISL_18166348,GE.1,China,Yunnan,8/3/2023
EPI_ISL_18139346,FL.15,China,Taiwan,8/3/2023
EPI_ISL_18139340,EG.5.1.1,China,Taiwan,8/3/2023
EPI_ISL_18138186,FE.1.1,China,Shanghai,8/3/2023
EPI_ISL_18134217,XBB.1.16,China,Taiwan,8/3/2023
EPI_ISL_18111154,XBB.1.16,China,Yunnan,8/3/2023
EPI_ISL_18108412,EG.1,China,Shanghai,8/3/2023
EPI_ISL_18097204,XBB.1.42,China,Hong Kong,8/3/2023
EPI_ISL_18300583,FL.4,China,Henan,8/4/2023
EPI_ISL_18289923,FU.1,China,Henan,8/4/2023
EPI_ISL_18166282,FL.2.3,China,Yunnan,8/4/2023
EPI_ISL_18166167,FL.2,China,Sichuan,8/4/2023
EPI_ISL_18145982,FY.3,China,Hubei,8/4/2023
EPI_ISL_18111156,EG.5.1.1,China,Yunnan,8/4/2023
EPI_ISL_18108426,FK.1.3,China,Shanghai,8/4/2023
EPI_ISL_18289912,FU.1,China,Henan,8/5/2023
EPI_ISL_18217118,HK.3,China,Others,8/5/2023
EPI_ISL_18141831,EG.5.1.1,China,Hong Kong,8/5/2023
EPI_ISL_18139347,XBB.1.9.1,China,Taiwan,8/5/2023
EPI_ISL_18139342,FL.1.5,China,Taiwan,8/5/2023
EPI_ISL_18134238,FL.4,China,Taiwan,8/5/2023
EPI_ISL_18134234,XBB.1.16,China,Taiwan,8/5/2023
EPI_ISL_18139353,XBB.2.3,China,Taiwan,8/6/2023
EPI_ISL_18139350,XBB.2.3.2,China,Taiwan,8/6/2023
EPI_ISL_18133933,EG.5.1.1,China,Others,8/6/2023
EPI_ISL_18289911,FY.3.1,China,Henan,8/7/2023
EPI_ISL_18166390,FY.3.1,China,Yunnan,8/7/2023
EPI_ISL_18166164,XBB.1.16.2,China,Sichuan,8/7/2023
EPI_ISL_18138215,FL.15,China,Shanghai,8/7/2023
EPI_ISL_18134233,FL.1.5,China,Taiwan,8/7/2023
EPI_ISL_18133937,EG.5.1.1,China,Others,8/7/2023
EPI_ISL_18127170,FL.2.3,China,Fujian,8/7/2023
EPI_ISL_18127147,EG.5.1.1,China,Fujian,8/7/2023
EPI_ISL_18114714,GF.1,China,Shanghai,8/7/2023
EPI_ISL_18111161,XBB.2.3.5,China,Yunnan,8/7/2023
EPI_ISL_18166346,FY.3.1,China,Yunnan,8/8/2023
EPI_ISL_18166264,FL.15,China,Yunnan,8/8/2023
EPI_ISL_18141835,EG.5.1.1,China,Hong Kong,8/8/2023
EPI_ISL_18138213,EG.5.1.1,China,Shanghai,8/8/2023
EPI_ISL_18134236,EG.1,China,Taiwan,8/8/2023
EPI_ISL_18114836,FY.3.1,China,Shanghai,8/8/2023
EPI_ISL_18108320,FU.1,China,Fujian,8/8/2023
EPI_ISL_18246320,FY.3,China,Sichuan,8/9/2023
EPI_ISL_18246302,FY.3,China,Sichuan,8/9/2023
EPI_ISL_18166349,XBB.1.42,China,Yunnan,8/9/2023
EPI_ISL_18146099,FY.3.1,China,Hubei,8/9/2023
EPI_ISL_18114676,EG.5.1.1,China,Gansu,8/9/2023
EPI_ISL_18141838,EG.5.1.1,China,Hong Kong,8/11/2023
EPI_ISL_18114858,EG.1.6,China,Shanghai,8/11/2023
EPI_ISL_18114831,XBB.2.3.8,China,Shanghai,8/11/2023
EPI_ISL_18232699,FY.3,China,Sichuan,8/12/2023
EPI_ISL_18213263,EG.5.1.1,China,Others,8/12/2023
EPI_ISL_18134218,XBB.2.3.2,China,Taiwan,8/12/2023
EPI_ISL_18127184,FY.3,China,Fujian,8/12/2023
EPI_ISL_18300586,FL.4,China,Henan,8/13/2023
EPI_ISL_18166218,FY.3.1,China,Yunnan,8/13/2023
EPI_ISL_18145937,FY.3.1,China,Fujian,8/13/2023
EPI_ISL_18114864,EG.1.6,China,Shanghai,8/13/2023
EPI_ISL_18289818,FY.3.1,China,Anhui,8/14/2023
EPI_ISL_18232705,EG.5.1.1,China,Sichuan,8/14/2023
EPI_ISL_18208547,GF.1,China,Shanghai,8/14/2023
EPI_ISL_18166342,XBB.1.42,China,Yunnan,8/14/2023
EPI_ISL_18166275,FL.2.3,China,Yunnan,8/14/2023
EPI_ISL_18138121,EG.5.1.1,China,Shanghai,8/14/2023
EPI_ISL_18134230,EG.6.1,China,Taiwan,8/14/2023
EPI_ISL_18114914,FY.3.1,China,Anhui,8/14/2023
EPI_ISL_18284704,FY.3,China,Sichuan,8/15/2023
EPI_ISL_18241542,FY.3,China,Yunnan,8/15/2023
EPI_ISL_18208631,FK.1.3,China,Shanghai,8/15/2023
EPI_ISL_18208569,FL.15,China,Shanghai,8/15/2023
EPI_ISL_18208478,EG.5.1.1,China,Shanghai,8/15/2023
EPI_ISL_18166221,XBB.1.22.1,China,Yunnan,8/15/2023
EPI_ISL_18146027,FY.3.1,China,Hubei,8/15/2023
EPI_ISL_18241449,HK.3,China,Yunnan,8/16/2023
EPI_ISL_18217841,FL.15,China,Taiwan,8/16/2023
EPI_ISL_18217836,FL.1.5,China,Taiwan,8/16/2023
EPI_ISL_18208520,FE.1.1,China,Shanghai,8/16/2023
EPI_ISL_18166243,XBB.2.3.5,China,Yunnan,8/16/2023
EPI_ISL_18166127,FY.3,China,Gansu,8/16/2023
EPI_ISL_18166125,FL.2,China,Gansu,8/16/2023
EPI_ISL_18166124,XBB.1.5,China,Gansu,8/16/2023
EPI_ISL_18145996,FY.3,China,Hubei,8/16/2023
EPI_ISL_18138074,EG.1,China,Shanghai,8/16/2023
EPI_ISL_18241540,FY.3.1,China,Yunnan,8/17/2023
EPI_ISL_18241453,FL.15,China,Yunnan,8/17/2023
EPI_ISL_18166265,GE.1,China,Yunnan,8/17/2023
EPI_ISL_18166139,FL.2,China,Gansu,8/17/2023
EPI_ISL_18166137,EG.5.1.1,China,Gansu,8/17/2023
EPI_ISL_18166129,FY.3,China,Gansu,8/17/2023
EPI_ISL_18166128,FL.2.3,China,Gansu,8/17/2023
EPI_ISL_18166142,FY.3,China,Gansu,8/18/2023
EPI_ISL_18409194,HK.3,China,Anhui,8/19/2023
EPI_ISL_18409193,HK.3,China,Anhui,8/19/2023
EPI_ISL_18246322,HK.3,China,Sichuan,8/19/2023
EPI_ISL_18232560,FL.15,China,Shanghai,8/19/2023
EPI_ISL_18217860,EG.5.1.1,China,Taiwan,8/19/2023
EPI_ISL_18217851,FL.15,China,Taiwan,8/19/2023
EPI_ISL_18213255,EG.5.1.1,China,Others,8/19/2023
EPI_ISL_18208381,FL.15,China,Shanghai,8/19/2023
EPI_ISL_18166263,FL.2.3,China,Yunnan,8/19/2023
EPI_ISL_18246360,FY.3,China,Sichuan,8/20/2023
EPI_ISL_18241509,FY.3.1,China,Yunnan,8/20/2023
EPI_ISL_18284755,HK.3,China,Hubei,8/21/2023
EPI_ISL_18246359,HK.3,China,Sichuan,8/21/2023
EPI_ISL_18208395,EG.5.1.1,China,Shanghai,8/21/2023
EPI_ISL_18277137,FY.3,China,Fujian,8/22/2023
EPI_ISL_18241564,XBB.1.42.2,China,Yunnan,8/22/2023
EPI_ISL_18213223,FY.3,China,Fujian,8/22/2023
EPI_ISL_18145951,EG.5.1.1,China,Fujian,8/22/2023
EPI_ISL_18217239,FY.3.1,China,Hubei,8/23/2023
EPI_ISL_18213211,HF.1,China,Fujian,8/24/2023
EPI_ISL_18166119,EG.5.1.1,China,Gansu,8/24/2023
EPI_ISL_18246288,HK.3,China,Sichuan,8/25/2023
EPI_ISL_18241461,FY.3,China,Yunnan,8/25/2023
EPI_ISL_18208450,EG.5.1.1,China,Shanghai,8/25/2023
EPI_ISL_18254237,EG.5.1.1,China,Hubei,8/26/2023
EPI_ISL_18254230,EG.5.1.1,China,Hubei,8/26/2023
EPI_ISL_18213254,FY.3.1,China,Fujian,8/26/2023
EPI_ISL_18284722,HK.3,China,Hubei,8/27/2023
EPI_ISL_18246252,HK.3,China,Sichuan,8/27/2023
EPI_ISL_18241432,FY.3,China,Gansu,8/28/2023
EPI_ISL_18241430,FY.3,China,Gansu,8/28/2023
EPI_ISL_18254165,FY.3,China,Gansu,8/29/2023
EPI_ISL_18254161,FY.3,China,Gansu,8/29/2023
EPI_ISL_18246293,FY.3.1,China,Sichuan,8/29/2023
EPI_ISL_18245852,HK.3,China,Fujian,8/29/2023
EPI_ISL_18245833,HK.3,China,Fujian,8/29/2023
EPI_ISL_18232654,FL.10.1,China,Shanghai,8/29/2023
EPI_ISL_18213227,FY.3,China,Fujian,8/29/2023
EPI_ISL_18284956,HK.3,China,Shanghai,8/30/2023
EPI_ISL_18254164,XBB.1.5,China,Gansu,8/30/2023
EPI_ISL_18254162,FL.2,China,Gansu,8/30/2023
EPI_ISL_18254160,XBB.1.5,China,Gansu,8/30/2023
EPI_ISL_18241445,HK.3,China,Gansu,8/30/2023
EPI_ISL_18284874,HK.3,China,Shanghai,8/31/2023
EPI_ISL_18306762,EG.5.1.1,China,Hong Kong,9/1/2023
EPI_ISL_18306758,HK.3,China,Hong Kong,9/1/2023
EPI_ISL_18285055,HK.3,China,Sichuan,9/1/2023
EPI_ISL_18246277,EG.5.1.1,China,Sichuan,9/1/2023
EPI_ISL_18245830,FY.3.1,China,Fujian,9/2/2023
EPI_ISL_18285066,HK.3,China,Sichuan,9/3/2023
EPI_ISL_18285063,FY.3.1,China,Sichuan,9/3/2023
EPI_ISL_18268323,HV.1,China,Shanghai,9/3/2023
EPI_ISL_18254200,FY.3,China,Hubei,9/3/2023
EPI_ISL_18245835,FY.3,China,Fujian,9/3/2023
EPI_ISL_18268365,HK.3,China,Shanghai,9/4/2023
EPI_ISL_18268326,GK.1.1,China,Shanghai,9/4/2023
EPI_ISL_18268325,EG.1.6,China,Shanghai,9/4/2023
EPI_ISL_18268159,FY.3,China,Hubei,9/4/2023
EPI_ISL_18246269,XBB.1.16,China,Sichuan,9/4/2023
EPI_ISL_18268339,GK.1.1,China,Shanghai,9/5/2023
EPI_ISL_18268336,EG.1,China,Shanghai,9/5/2023
EPI_ISL_18268335,XBB.2.3.3,China,Shanghai,9/5/2023
EPI_ISL_18268331,HK.3,China,Shanghai,9/5/2023
EPI_ISL_18465184,EG.5.1.1,China,Henan,9/6/2023
EPI_ISL_18465183,HK.3,China,Henan,9/6/2023
EPI_ISL_18300563,HK.3,China,Others,9/6/2023
EPI_ISL_18300562,HK.3,China,Others,9/6/2023
EPI_ISL_18300560,HK.3,China,Others,9/6/2023
EPI_ISL_18284923,HK.3,China,Shanghai,9/6/2023
EPI_ISL_18465194,EG.5.1.1,China,Henan,9/7/2023
EPI_ISL_18376582,FY.3.1,China,Sichuan,9/7/2023
EPI_ISL_18366381,HK.3,China,Hong Kong,9/7/2023
EPI_ISL_18360331,FL.2.3,China,Shanghai,9/7/2023
EPI_ISL_18284828,EG.6.1,China,Shanghai,9/7/2023
EPI_ISL_18284816,HK.3,China,Shanghai,9/7/2023
EPI_ISL_18465185,EG.5.1.1,China,Henan,9/8/2023
EPI_ISL_18304249,GY.1,China,Sichuan,9/8/2023
EPI_ISL_18475479,EG.5.1,China,Taiwan,9/9/2023
EPI_ISL_18320767,EG.1,China,Shanghai,9/9/2023
EPI_ISL_18284895,XBB.1.16,China,Shanghai,9/9/2023
EPI_ISL_18284894,XBB.1.16,China,Shanghai,9/9/2023
EPI_ISL_18465189,HK.3.1,China,Henan,9/10/2023
EPI_ISL_18376423,HK.3,China,Fujian,9/10/2023
EPI_ISL_18284860,HK.1,China,Shanghai,9/10/2023
EPI_ISL_18284852,FL.15,China,Shanghai,9/10/2023
EPI_ISL_18284845,GK.1.1,China,Shanghai,9/10/2023
EPI_ISL_18284677,HK.3,China,Sichuan,9/10/2023
EPI_ISL_18268243,EG.5.1.1,China,Others,9/10/2023
EPI_ISL_18376434,FY.3,China,Fujian,9/11/2023
EPI_ISL_18320833,FL.1.5.1,China,Shanghai,9/11/2023
EPI_ISL_18313095,HK.1,China,Gansu,9/11/2023
EPI_ISL_18313084,EG.5.1.1,China,Gansu,9/11/2023
EPI_ISL_18292666,HK.3,China,Shanxi,9/11/2023
EPI_ISL_18292661,HK.3,China,Shanxi,9/11/2023
EPI_ISL_18285070,HK.3,China,Sichuan,9/11/2023
EPI_ISL_18284903,FL.15,China,Shanghai,9/11/2023
EPI_ISL_18277160,HK.3,China,Fujian,9/11/2023
