strain,lineage,date,country,province
EPI_ISL_17808431_new,XBB.1.16*,2023-05-29,China,Sichuan
EPI_ISL_17808430_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808429_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808428_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808393_new,XBB.1.16*,2023-05-29,China,Sichuan
EPI_ISL_17808392_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808388_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808162_new,XBB.1.5*,2023-05-29,China,Jiangxi
EPI_ISL_17808068_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808067_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808066_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808065_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808064_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17808063_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17802012_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17802011_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17801974_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17801954_new,XBB.1.9*,2023-05-29,China,Fujian
EPI_ISL_17801934_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17801911_new,XBB.1.5*,2023-05-29,China,Fujian
EPI_ISL_17801807_new,XBB.1.5*,2023-05-29,China,Fujian
EPI_ISL_17801806_new,XBB.1.9*,2023-05-29,China,Fujian
EPI_ISL_17801803_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17801799_new,XBB.1.16*,2023-05-29,China,Fujian
EPI_ISL_17801794_new,XBB.1.9*,2023-05-29,China,Fujian
EPI_ISL_17801786_new,XBB.1.9*,2023-05-29,China,Fujian
EPI_ISL_17795553_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795552_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795551_new,Others,2023-05-29,China,Shanghai
EPI_ISL_17795550_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795549_new,Others,2023-05-29,China,Shanghai
EPI_ISL_17795548_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795547_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795513_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795509_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795507_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795506_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795505_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795504_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795503_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795502_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795501_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795500_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795488_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795487_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795484_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795483_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795482_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795481_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795480_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795479_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795478_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795477_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795476_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795475_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795473_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795472_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795471_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795470_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795469_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795468_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795467_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795466_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795465_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795464_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795463_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795462_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795259_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795258_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795257_new,BA.2.75*,2023-05-29,China,Shanghai
EPI_ISL_17795256_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795255_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795254_new,BA.2.75*,2023-05-29,China,Shanghai
EPI_ISL_17795253_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795252_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795251_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795250_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795249_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795248_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795245_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795244_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795243_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795242_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795241_new,XBB.1.16*,2023-05-29,China,Shanghai
EPI_ISL_17795240_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795239_new,XBB.1.9*,2023-05-29,China,Shanghai
EPI_ISL_17795238_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795237_new,XBB.1.22*,2023-05-29,China,Shanghai
EPI_ISL_17795236_new,XBB.1.5*,2023-05-29,China,Shanghai
EPI_ISL_17795012_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17795011_new,XBB.1.22*,2023-05-29,China,Jiangxi
EPI_ISL_17795009_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17795008_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17795006_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794964_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794963_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794869_new,XBB.1.22*,2023-05-29,China,Jiangxi
EPI_ISL_17794868_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794867_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794866_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794863_new,XBB.1.5*,2023-05-29,China,Jiangxi
EPI_ISL_17794587_new,XBB.1.22*,2023-05-29,China,Jiangxi
EPI_ISL_17794586_new,BA.2.75*,2023-05-29,China,Jiangxi
EPI_ISL_17794585_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794584_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794583_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794582_new,Others,2023-05-29,China,Jiangxi
EPI_ISL_17794581_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794580_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794579_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794578_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794425_new,XBB.1.9*,2023-05-29,China,Jiangxi
EPI_ISL_17794420_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794333_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794332_new,XBB.1.16*,2023-05-29,China,Jiangxi
EPI_ISL_17794001_new,XBB.1.5*,2023-05-29,China,Anhui
EPI_ISL_17785359_new,XBB.1.22*,2023-05-29,China,Shanxi
EPI_ISL_17785358_new,XBB.1.5*,2023-05-29,China,Shanxi
EPI_ISL_17785357_new,XBB.1.9*,2023-05-29,China,Shanxi
EPI_ISL_17785356_new,XBB.1.9*,2023-05-29,China,Shanxi
EPI_ISL_17785352_new,XBB.1.22*,2023-05-29,China,Shanxi
EPI_ISL_17778553_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17778547_new,XBB.1.9*,2023-05-29,China,Sichuan
EPI_ISL_17850716_new,XBB.1.22*,2023-05-29,China,Liaoning
EPI_ISL_17850302_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850300_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850299_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850298_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850297_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850296_new,BA.2.75*,2023-05-29,China,Heilongjiang
EPI_ISL_17850295_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850294_new,Others,2023-05-29,China,Heilongjiang
EPI_ISL_17850293_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850292_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850271_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850270_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850269_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850268_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850267_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850263_new,Others,2023-05-29,China,Heilongjiang
EPI_ISL_17850262_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850261_new,BA.2.75*,2023-05-29,China,Heilongjiang
EPI_ISL_17850260_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850259_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850258_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850257_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850256_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850255_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850254_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850253_new,XBB.1.5*,2023-05-29,China,Heilongjiang
EPI_ISL_17850252_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850251_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850250_new,XBB.1.22*,2023-05-29,China,Heilongjiang
EPI_ISL_17850249_new,XBB.2.3*,2023-05-29,China,Heilongjiang
EPI_ISL_17850248_new,Others,2023-05-29,China,Heilongjiang
EPI_ISL_17850247_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850243_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850239_new,XBB.1.16*,2023-05-29,China,Heilongjiang
EPI_ISL_17850238_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17850223_new,XBB.1.9*,2023-05-29,China,Heilongjiang
EPI_ISL_17836224_new,XBB.1.5*,2023-05-29,China,Xinjiang
EPI_ISL_17808374_new,XBB.1.16*,2023-05-29,China,Yunnan
EPI_ISL_17808372_new,XBB.1.16*,2023-05-29,China,Yunnan
EPI_ISL_17808371_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808354_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808344_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808343_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808319_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808318_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808314_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808310_new,XBB.1.5*,2023-05-29,China,Yunnan
EPI_ISL_17808308_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808307_new,XBB.2.3*,2023-05-29,China,Yunnan
EPI_ISL_17808306_new,XBB.1.16*,2023-05-29,China,Yunnan
EPI_ISL_17808245_new,XBB.1.16*,2023-05-29,China,Yunnan
EPI_ISL_17808244_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808243_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808241_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808238_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808234_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808233_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808231_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808230_new,XBB.1.16*,2023-05-29,China,Yunnan
EPI_ISL_17808224_new,XBB.1.9*,2023-05-29,China,Yunnan
EPI_ISL_17808223_new,XBB.1.22*,2023-05-29,China,Yunnan
EPI_ISL_17808222_new,XBB.1.5*,2023-05-29,China,Yunnan
EPI_ISL_17808166_new,XBB.1.5*,2023-05-29,China,Anhui
EPI_ISL_17785264_new,XBB.1.16*,2023-05-29,China,Xinjiang
EPI_ISL_18213300_new,XBB.1.5*,2023-05-30,China,Henan
EPI_ISL_18012342_new,XBB.1.22*,2023-05-30,China,Gansu
EPI_ISL_18012341_new,XBB.1.5*,2023-05-30,China,Gansu
EPI_ISL_17999195_new,XBB.1.9*,2023-05-30,China,Yunnan
EPI_ISL_17998865_new,XBB.1.9*,2023-05-30,China,Gansu
EPI_ISL_17998839_new,XBB.1.9*,2023-05-30,China,Gansu
EPI_ISL_17998838_new,XBB.1.9*,2023-05-30,China,Gansu
EPI_ISL_17988980_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17988979_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17988966_new,XBB.1.16*,2023-05-30,China,Sichuan
EPI_ISL_17978678_new,XBB.1.9*,2023-05-30,China,Henan
EPI_ISL_17978501_new,XBB.1.22*,2023-05-30,China,Jiangsu
EPI_ISL_17978499_new,XBB.1.9*,2023-05-30,China,Jiangsu
EPI_ISL_17978462_new,XBB.1.16*,2023-05-30,China,Jiangsu
EPI_ISL_17978460_new,BA.2.75*,2023-05-30,China,Jiangsu
EPI_ISL_17978440_new,XBB.1.5*,2023-05-30,China,Jiangsu
EPI_ISL_17978439_new,Others,2023-05-30,China,Jiangsu
EPI_ISL_17978428_new,XBB.1.22*,2023-05-30,China,Jiangsu
EPI_ISL_17978413_new,XBB.1.5*,2023-05-30,China,Jiangsu
EPI_ISL_17978410_new,XBB.1.5*,2023-05-30,China,Jiangsu
EPI_ISL_17978408_new,Others,2023-05-30,China,Jiangsu
EPI_ISL_17978405_new,XBB.1.9*,2023-05-30,China,Jiangsu
EPI_ISL_17978404_new,BA.2.75*,2023-05-30,China,Jiangsu
EPI_ISL_17978383_new,XBB.1.5*,2023-05-30,China,Jiangsu
EPI_ISL_17956793_new,XBB.1.9*,2023-05-30,China,Henan
EPI_ISL_17951253_new,XBB.1.5*,2023-05-30,China,Gansu
EPI_ISL_17951252_new,XBB.1.16*,2023-05-30,China,Gansu
EPI_ISL_17951251_new,XBB.1.5*,2023-05-30,China,Gansu
EPI_ISL_17951241_new,XBB.1.22*,2023-05-30,China,Anhui
EPI_ISL_17951240_new,XBB.1.22*,2023-05-30,China,Anhui
EPI_ISL_17951239_new,XBB.1.16*,2023-05-30,China,Anhui
EPI_ISL_17951237_new,Others,2023-05-30,China,Anhui
EPI_ISL_17879989_new,XBB.1.5*,2023-05-30,China,Taiwan
EPI_ISL_17879986_new,XBB.1.9*,2023-05-30,China,Taiwan
EPI_ISL_17836999_new,XBB.1.22*,2023-05-30,China,Hubei
EPI_ISL_17836998_new,XBB.1.22*,2023-05-30,China,Hubei
EPI_ISL_17836997_new,XBB.1.9*,2023-05-30,China,Hubei
EPI_ISL_17836759_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17836758_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17836757_new,BA.2.75*,2023-05-30,China,Shanghai
EPI_ISL_17836583_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17836582_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17816987_new,XBB.1.9*,2023-05-30,China,Henan
EPI_ISL_17815548_new,XBB.1.16*,2023-05-30,China,Hong Kong
EPI_ISL_17815546_new,XBB.1.16*,2023-05-30,China,Hong Kong
EPI_ISL_17811329_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17811328_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811327_new,BA.2.75*,2023-05-30,China,Shanghai
EPI_ISL_17811326_new,BA.2.75*,2023-05-30,China,Shanghai
EPI_ISL_17811325_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811314_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811313_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811312_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811309_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811308_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811307_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811306_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811262_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811261_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17811260_new,BA.2.75*,2023-05-30,China,Shanghai
EPI_ISL_17811259_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811258_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811257_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811256_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811255_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811254_new,Others,2023-05-30,China,Shanghai
EPI_ISL_17811253_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811252_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811251_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811250_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811249_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811248_new,Others,2023-05-30,China,Shanghai
EPI_ISL_17811247_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811246_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17811243_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811242_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811241_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811240_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811239_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811221_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811220_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811219_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811218_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811217_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811216_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811215_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811214_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17811213_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811212_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811211_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811210_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17811209_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811208_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811207_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811206_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811205_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811204_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811203_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811202_new,XBB.2.3*,2023-05-30,China,Shanghai
EPI_ISL_17811201_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17811200_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811199_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811198_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811182_new,Others,2023-05-30,China,Shanghai
EPI_ISL_17811180_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17811179_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17808391_new,XBB.1.5*,2023-05-30,China,Sichuan
EPI_ISL_17808107_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808106_new,XBB.1.22*,2023-05-30,China,Sichuan
EPI_ISL_17808105_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808104_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808103_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808102_new,XBB.1.5*,2023-05-30,China,Sichuan
EPI_ISL_17808101_new,BA.2.75*,2023-05-30,China,Sichuan
EPI_ISL_17808078_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808077_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808076_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808075_new,XBB.1.5*,2023-05-30,China,Sichuan
EPI_ISL_17808074_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808073_new,Others,2023-05-30,China,Sichuan
EPI_ISL_17808072_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808071_new,XBB.1.16*,2023-05-30,China,Sichuan
EPI_ISL_17808070_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17808069_new,XBB.1.9*,2023-05-30,China,Sichuan
EPI_ISL_17801973_new,XBB.1.16*,2023-05-30,China,Fujian
EPI_ISL_17801955_new,XBB.1.16*,2023-05-30,China,Fujian
EPI_ISL_17801912_new,XBB.1.9*,2023-05-30,China,Fujian
EPI_ISL_17801905_new,XBB.1.9*,2023-05-30,China,Fujian
EPI_ISL_17801904_new,XBB.1.9*,2023-05-30,China,Fujian
EPI_ISL_17801820_new,XBB.1.22*,2023-05-30,China,Hubei
EPI_ISL_17801819_new,XBB.1.22*,2023-05-30,China,Hubei
EPI_ISL_17801816_new,XBB.1.22*,2023-05-30,China,Hubei
EPI_ISL_17801804_new,XBB.1.22*,2023-05-30,China,Fujian
EPI_ISL_17795563_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795562_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795561_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795560_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795559_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795558_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795557_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17795556_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795555_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795539_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795538_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795537_new,Others,2023-05-30,China,Shanghai
EPI_ISL_17795536_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795535_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795534_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795533_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795532_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17795531_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795530_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17795529_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795528_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17795527_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795526_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795525_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795524_new,XBB.1.5*,2023-05-30,China,Shanghai
EPI_ISL_17795523_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795522_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795521_new,Others,2023-05-30,China,Shanghai
EPI_ISL_17795520_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795519_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795518_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795517_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795516_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795515_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795514_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795512_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795511_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795510_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795297_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795289_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795288_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795287_new,XBB.1.22*,2023-05-30,China,Shanghai
EPI_ISL_17795286_new,XBB.1.16*,2023-05-30,China,Shanghai
EPI_ISL_17795285_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795284_new,XBB.1.9*,2023-05-30,China,Shanghai
EPI_ISL_17795283_new,XBB.2.3*,2023-05-30,China,Shanghai
EPI_ISL_17795282_new,BA.2.75*,2023-05-30,China,Shanghai
