"strain","date","country","merged_lineage","date_num"
"EPI_ISL_17516753","2023-04-03","China","BA.2.75*",19450
"EPI_ISL_17205494","2023-02-18","China","BA.5.2*",19406
"EPI_ISL_17213419","2023-02-27","China","BA.5.2*",19415
"EPI_ISL_17227614","2023-03-05","China","BA.5.2*",19421
"EPI_ISL_17227613","2023-03-06","China","BA.5.2*",19422
"EPI_ISL_17227607","2023-02-27","China","BA.5.2*",19415
"EPI_ISL_17536950","2023-03-27","China","BA.5.2*",19443
"EPI_ISL_16596490","2023-01-09","China","BA.5.2*",19366
"EPI_ISL_17309142","2023-03-07","China","BA.5.2*",19423
"EPI_ISL_17253368","2023-03-09","China","BA.5.2*",19425
"EPI_ISL_17186547","2023-02-27","China","BA.5.2*",19415
"EPI_ISL_16598603","2023-01-03","China","BA.5.2*",19360
"EPI_ISL_17280131","2023-03-07","China","BA.5.2*",19423
"EPI_ISL_17545696","2023-03-24","China","BA.5.2*",19440
"EPI_ISL_17778743","2023-05-19","China","XBB.1.9*",19496
"EPI_ISL_17563560","2023-04-08","China","BF.7.14*",19455
"EPI_ISL_17563536","2023-04-11","China","BA.5.2*",19458
"EPI_ISL_17563539","2023-03-10","China","BA.5.2*",19426
"EPI_ISL_17563573","2023-03-23","China","BA.5.2*",19439
"EPI_ISL_17563625","2022-12-17","China","BA.5.2*",19343
"EPI_ISL_17563561","2023-04-09","China","BF.7.14*",19456
"EPI_ISL_17584950","2023-03-26","China","BA.5.2*",19442
"EPI_ISL_17584977","2023-04-17","China","BF.7.14*",19464
"EPI_ISL_17584957","2023-04-22","China","XBB.1.9*",19469
"EPI_ISL_17584981","2023-03-22","China","BF.7.14*",19438
"EPI_ISL_17584954","2023-03-30","China","BA.5.2*",19446
"EPI_ISL_17584959","2023-04-24","China","XBB.1.5*",19471
"EPI_ISL_17584964","2023-04-06","China","BA.5.2*",19453
"EPI_ISL_17584962","2023-04-11","China","BF.7.14*",19458
"EPI_ISL_17785313","2023-05-23","China","XBB.1.22*",19500
"EPI_ISL_17261973","2023-03-07","China","BA.5.2*",19423
"EPI_ISL_17819874","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17819877","2023-06-08","China","XBB.1.9*",19516
"EPI_ISL_17819868","2023-06-05","China","XBB.1.9*",19513
"EPI_ISL_17819858","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17819886","2023-06-06","China","XBB.2.3*",19514
"EPI_ISL_17769956","2023-04-10","China","XBB.1.22*",19457
"EPI_ISL_17769946","2023-04-18","China","XBB.1.22*",19465
"EPI_ISL_17769954","2023-04-16","China","XBB.1.22*",19463
"EPI_ISL_17769950","2023-04-17","China","XBB.1.22*",19464
"EPI_ISL_17785299","2023-04-24","China","XBB.1.22*",19471
"EPI_ISL_17765771","2023-05-08","China","XBB.1.22*",19485
"EPI_ISL_17039589","2023-02-19","China","BA.5.2*",19407
"EPI_ISL_16611200","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_17765775","2023-05-09","China","XBB.1.22*",19486
"EPI_ISL_17765776","2023-05-10","China","XBB.1.22*",19487
"EPI_ISL_16611225","2023-01-09","China","BA.5.2*",19366
"EPI_ISL_16611224","2023-01-09","China","BA.5.2*",19366
"EPI_ISL_17765772","2023-05-06","China","XBB.1.22*",19483
"EPI_ISL_16617159","2023-01-05","China","BA.5.2*",19362
"EPI_ISL_17830477","2023-06-11","China","XBB.1.16*",19519
"EPI_ISL_17830467","2023-06-07","China","XBB.1.9*",19515
"EPI_ISL_17830476","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17830396","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17830393","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17830349","2023-05-15","China","XBB.1.9*",19492
"EPI_ISL_17830466","2023-06-07","China","BA.2.75*",19515
"EPI_ISL_17830472","2023-05-23","China","XBB.1.9*",19500
"EPI_ISL_17830478","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17830470","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17830483","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17830482","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17830481","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17830487","2023-06-11","China","XBB.1.16*",19519
"EPI_ISL_17830376","2023-06-09","China","XBB.1.16*",19517
"EPI_ISL_17830274","2023-05-26","China","XBB.1.22*",19503
"EPI_ISL_17830329","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17830275","2023-05-28","China","XBB.1.22*",19505
"EPI_ISL_17830352","2023-05-11","China","XBB.1.5*",19488
"EPI_ISL_17830350","2023-05-15","China","XBB.1.22*",19492
"EPI_ISL_17830324","2023-05-24","China","XBB.1.9*",19501
"EPI_ISL_17830334","2023-05-28","China","XBB.1.22*",19505
"EPI_ISL_17830330","2023-05-22","China","XBB.1.22*",19499
"EPI_ISL_17830337","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17830339","2023-06-14","China","XBB.1.22*",19522
"EPI_ISL_17830340","2023-06-16","China","XBB.1.22*",19524
"EPI_ISL_17696893","2023-05-17","China","XBB.1.16*",19494
"EPI_ISL_17830277","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17830296","2023-04-12","China","XBB.1.9*",19459
"EPI_ISL_17830389","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17830287","2023-04-12","China","BA.5.2*",19459
"EPI_ISL_17830392","2023-05-23","China","XBB.1.5*",19500
"EPI_ISL_17830394","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17830395","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17830391","2023-06-10","China","XBB.1.16*",19518
"EPI_ISL_17830368","2023-06-10","China","XBB.1.16*",19518
"EPI_ISL_17830399","2023-06-11","China","XBB.1.16*",19519
"EPI_ISL_17830369","2023-06-11","China","XBB.1.16*",19519
"EPI_ISL_17830286","2023-04-14","China","XBB.1.9*",19461
"EPI_ISL_17830285","2023-04-18","China","BA.5.2*",19465
"EPI_ISL_17830366","2023-06-14","China","XBB.1.16*",19522
"EPI_ISL_17830367","2023-06-14","China","XBB.1.16*",19522
"EPI_ISL_17830370","2023-06-09","China","XBB.1.5*",19517
"EPI_ISL_17830375","2023-05-18","China","XBB.1.9*",19495
"EPI_ISL_17830360","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17830447","2023-06-11","China","XBB.1.9*",19519
"EPI_ISL_17830384","2023-06-12","China","XBB.2.3*",19520
"EPI_ISL_17830377","2023-05-13","China","BA.2.75*",19490
"EPI_ISL_16617156","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_17830378","2023-05-18","China","XBB.1.9*",19495
"EPI_ISL_17830463","2023-06-05","China","XBB.1.5*",19513
"EPI_ISL_17830359","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17830479","2023-06-09","China","XBB.1.22*",19517
"EPI_ISL_17830382","2023-06-07","China","XBB.1.16*",19515
"EPI_ISL_17830446","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17672064","2023-05-05","China","XBB.1.5*",19482
"EPI_ISL_17801960","2023-05-14","China","XBB.1.16*",19491
"EPI_ISL_17801958","2023-05-13","China","XBB.1.9*",19490
"EPI_ISL_17801858","2023-06-03","China","XBB.1.22*",19511
"EPI_ISL_17801791","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17801988","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_16598620","2023-01-05","China","BA.5.2*",19362
"EPI_ISL_17536944","2023-03-21","China","BF.7.14*",19437
"EPI_ISL_16436275","2022-12-13","China","BA.5.2*",19339
"EPI_ISL_17625757","2023-03-15","China","BA.5.2*",19431
"EPI_ISL_17625272","2023-04-30","China","XBB.1.5*",19477
"EPI_ISL_18508546","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508493","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508543","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18508544","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18508552","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508541","2023-10-24","China","XBB.1.9*",19654
"EPI_ISL_18508547","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508497","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18508496","2023-09-08","China","XBB.1.9*",19608
"EPI_ISL_18508499","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_18508494","2023-09-06","China","XBB.1.9*",19606
"EPI_ISL_18508498","2023-09-09","China","XBB.1.22*",19609
"EPI_ISL_18508495","2023-09-07","China","XBB.1.9*",19607
"EPI_ISL_18508504","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508502","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508555","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508506","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508478","2023-09-19","China","XBB.1.9*",19619
"EPI_ISL_18508485","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508529","2023-10-29","China","XBB.1.9*",19659
"EPI_ISL_18508534","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508516","2023-10-02","China","XBB.1.9*",19632
"EPI_ISL_18508531","2023-10-29","China","XBB.1.9*",19659
"EPI_ISL_18508508","2023-10-18","China","XBB.1.9*",19648
"EPI_ISL_18508501","2023-09-10","China","XBB.1.22*",19610
"EPI_ISL_18508525","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18508526","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18508488","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18508507","2023-10-22","China","XBB.1.9*",19652
"EPI_ISL_18508491","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508490","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18508509","2023-10-16","China","XBB.1.9*",19646
"EPI_ISL_18508528","2023-10-09","China","XBB.1.9*",19639
"EPI_ISL_18508527","2023-10-14","China","XBB.1.9*",19644
"EPI_ISL_18508512","2023-10-19","China","XBB.1.9*",19649
"EPI_ISL_18508511","2023-10-17","China","XBB.1.9*",19647
"EPI_ISL_18508492","2023-09-20","China","XBB.1.9*",19620
"EPI_ISL_18508510","2023-10-21","China","XBB.1.9*",19651
"EPI_ISL_18508524","2023-10-13","China","XBB.1.22*",19643
"EPI_ISL_18508522","2023-10-13","China","XBB.1.9*",19643
"EPI_ISL_18508479","2023-09-19","China","XBB.1.9*",19619
"EPI_ISL_18508519","2023-10-06","China","XBB.1.9*",19636
"EPI_ISL_18508489","2023-09-18","China","XBB.1.9*",19618
"EPI_ISL_18508484","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508513","2023-10-22","China","XBB.1.9*",19652
"EPI_ISL_18508518","2023-10-05","China","XBB.1.9*",19635
"EPI_ISL_18508523","2023-10-10","China","XBB.1.9*",19640
"EPI_ISL_18508521","2023-10-15","China","XBB.1.9*",19645
"EPI_ISL_18508514","2023-10-22","China","XBB.1.9*",19652
"EPI_ISL_18508554","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508533","2023-10-26","China","XBB.1.16*",19656
"EPI_ISL_18508517","2023-10-03","China","XBB.1.9*",19633
"EPI_ISL_18508482","2023-09-20","China","XBB.1.9*",19620
"EPI_ISL_18508553","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508515","2023-09-25","China","XBB.1.9*",19625
"EPI_ISL_18508486","2023-09-21","China","XBB.1.22*",19621
"EPI_ISL_18508487","2023-09-22","China","XBB.1.9*",19622
"EPI_ISL_18508483","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508480","2023-09-20","China","XBB.1.9*",19620
"EPI_ISL_18508481","2023-09-20","China","XBB.1.9*",19620
"EPI_ISL_18508520","2023-10-06","China","XBB.1.9*",19636
"EPI_ISL_18508503","2023-09-20","China","XBB.1.9*",19620
"EPI_ISL_18508505","2023-09-21","China","XBB.1.9*",19621
"EPI_ISL_18508532","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508530","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508535","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508551","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508537","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508542","2023-10-25","China","XBB.1.9*",19655
"EPI_ISL_18508538","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508540","2023-10-24","China","XBB.1.9*",19654
"EPI_ISL_18508545","2023-10-30","China","XBB.1.9*",19660
"EPI_ISL_18508500","2023-09-09","China","XBB.1.9*",19609
"EPI_ISL_16596238","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16596237","2022-12-05","China","BF.7.14*",19331
"EPI_ISL_16596239","2022-12-05","China","BF.7.14*",19331
"EPI_ISL_16596240","2022-12-05","China","BF.7.14*",19331
"EPI_ISL_16596241","2022-12-05","China","BF.7.14*",19331
"EPI_ISL_16596246","2022-12-07","China","BF.7.14*",19333
"EPI_ISL_16596242","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16596243","2022-12-07","China","BF.7.14*",19333
"EPI_ISL_16596244","2022-12-07","China","BF.7.14*",19333
"EPI_ISL_16596245","2022-12-07","China","BF.7.14*",19333
"EPI_ISL_16596247","2022-12-08","China","BF.7.14*",19334
"EPI_ISL_16596248","2022-12-08","China","BF.7.14*",19334
"EPI_ISL_16596269","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596273","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596250","2022-12-08","China","BF.7.14*",19334
"EPI_ISL_16596251","2022-12-08","China","BF.7.14*",19334
"EPI_ISL_16596252","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16596255","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596253","2022-12-08","China","BF.7.14*",19334
"EPI_ISL_16596254","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596256","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596257","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596258","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596259","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596260","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596261","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596262","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596264","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596265","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596266","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596267","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596268","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596270","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596271","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596272","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596274","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596276","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596277","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596290","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596278","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596279","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596280","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596281","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596283","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596285","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596286","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596297","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596287","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596298","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596288","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596289","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596291","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16596292","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596293","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596294","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596295","2022-12-09","China","BF.7.14*",19335
"EPI_ISL_16596296","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596307","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596299","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596300","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596301","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596302","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596303","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596304","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596305","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596306","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596308","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16596320","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16596309","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596310","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16596312","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596313","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596314","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596315","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596316","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596317","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596318","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596321","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596323","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596324","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16596325","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16596326","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16596327","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16596331","2022-12-14","China","BF.7.14*",19340
"EPI_ISL_16596328","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16596329","2022-12-14","China","BF.7.14*",19340
"EPI_ISL_16596330","2022-12-14","China","BF.7.14*",19340
"EPI_ISL_16596332","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16635115","2023-01-08","China","BF.7.14*",19365
"EPI_ISL_16635116","2023-01-08","China","BA.5.2*",19365
"EPI_ISL_16635119","2023-01-08","China","BA.5.2*",19365
"EPI_ISL_16635120","2023-01-08","China","BA.5.2*",19365
"EPI_ISL_16635128","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16635121","2023-01-09","China","BA.5.2*",19366
"EPI_ISL_16598791","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16635122","2023-01-09","China","BA.5.2*",19366
"EPI_ISL_16635124","2023-01-10","China","BA.5.2*",19367
"EPI_ISL_16635125","2023-01-10","China","BF.7.14*",19367
"EPI_ISL_16635133","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16634340","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16634334","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634335","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16634336","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634337","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16634338","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16634339","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634341","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634342","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634343","2022-12-11","China","BF.7.14*",19337
"EPI_ISL_16634344","2022-12-12","China","BF.7.14*",19338
"EPI_ISL_16634345","2022-12-12","China","BA.5.2*",19338
"EPI_ISL_16634346","2022-12-12","China","BA.5.2*",19338
"EPI_ISL_16634347","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634348","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634349","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634350","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634351","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634352","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634353","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634354","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634355","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634356","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634357","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634358","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634359","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634360","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634361","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634362","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634363","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634364","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634365","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634366","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634367","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634376","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634368","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634369","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634370","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634371","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634372","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634373","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634374","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634388","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634375","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634377","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634378","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634384","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634379","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634389","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634380","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634381","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634382","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634383","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634385","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634386","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634387","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634390","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634391","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634392","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634393","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634394","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634395","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634396","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634397","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634398","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634399","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634400","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634401","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634402","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634403","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634404","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634405","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634406","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634407","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634408","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634417","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634409","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634410","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634411","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634412","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634413","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634414","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634415","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634416","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634429","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634418","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634419","2022-12-01","China","BF.7.14*",19327
"EPI_ISL_16634420","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634421","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16634422","2022-12-01","China","BA.5.2*",19327
